#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
82,Kyle Anderson,MIN,4,26.0,8.5,3.8,7.5,50.0,0.5,1.5,33.3,0.5,0.5,100,0.8,3.3,4.0,4.5,1.8,0.5,1.5, 14.0
83,Nickeil Alexander-Walker,MIN,5,29.6,8.4,3.0,7.0,42.9,2.0,5.0,40.0,0.4,0.6,66.7,0.2,1.8,2.0,1.4,0.6,0.2,0.8, 7.6
84,Clint Capela,ATL,6,25.2,8.3,3.8,6.3,60.5,0.0,0.0,0.0,0.7,1.0,66.7,2.5,5.8,8.3,0.5,1.0,0.5,0.7, 15.2
84,Seth Curry,BKN,3,19.3,8.3,3.3,6.3,52.6,1.0,3.0,33.3,0.7,1.0,66.7,0.0,1.0,1.0,2.0,0.0,0.0,0.3, 7.7
86,Mason Plumlee,LAC,5,18.2,8.2,2.8,3.2,87.5,0.0,0.0,0.0,2.6,2.8,92.9,3.2,3.6,6.8,1.8,0.4,0.4,0.6, 16.4
87,De'Anthony Melton,PHI,11,24.9,7.9,2.8,7.4,38.3,1.7,4.5,38.8,0.5,0.7,75.0,1.3,2.0,3.3,1.6,1.2,0.8,0.7, 9.4
88,Taurean Prince,MIN,5,20.0,7.8,2.4,6.6,36.4,1.6,4.2,38.1,1.4,1.8,77.8,0.6,0.8,1.4,0.8,0.6,0.2,1.0, 5.2
89,Robert Williams III,BOS,20,20.9,7.7,3.4,4.3,78.8,0.0,0.1,0.0,1.0,1.4,67.9,1.8,4.2,6.0,1.0,0.5,1.3,0.8, 14.1
90,Saddiq Bey,ATL,6,22.2,7.5,2.5,6.7,37.5,1.2,3.0,38.9,1.3,1.5,88.9,1.2,2.8,4.0,1.0,0.5,0.0,0.3, 8.3
91,Dennis Schröder,LAL,16,26.1,7.4,2.6,6.4,39.8,0.8,2.4,33.3,1.4,1.8,82.1,0.2,1.8,1.9,2.9,1.0,0.2,1.3, 7.9
92,Luke Kennard,MEM,5,21.4,7.2,2.4,4.6,52.2,1.6,3.2,50.0,0.8,0.8,100,1.0,3.0,4.0,1.4,0.8,0.0,0.2, 11.0
93,Davion Mitchell,SAC,7,20.0,7.1,2.7,6.6,41.3,1.0,3.9,25.9,0.7,0.9,83.3,0.4,0.9,1.3,1.7,0.9,0.1,0.9, 6.3
94,Obi Toppin,NYK,11,15.9,7.0,2.7,6.4,42.9,1.2,3.9,30.2,0.4,0.5,80.0,0.9,2.6,3.5,0.6,0.7,0.3,0.7, 7.7
95,Kevin Love,MIA,20,18.0,6.9,2.3,6.0,37.8,1.7,4.4,37.5,0.7,0.8,87.5,0.7,4.9,5.6,1.2,0.5,0.4,0.5, 10.1
96,Gary Payton II,GSW,12,15.9,6.8,3.0,4.5,66.7,0.3,1.3,26.7,0.5,0.8,66.7,1.8,1.8,3.7,0.8,0.7,0.5,0.9, 9.8
97,Joe Ingles,MIL,5,17.8,6.8,2.4,4.6,52.2,2.0,4.0,50.0,0.0,0.0,0.0,0.2,1.0,1.2,2.0,0.6,0.2,1.2, 7.4
98,Al Horford,BOS,20,30.9,6.7,2.6,6.6,38.6,1.4,4.7,29.8,0.2,0.2,75.0,1.5,5.7,7.2,3.0,1.1,1.7,0.6, 14.9
99,Trey Lyles,SAC,7,16.9,6.6,2.4,5.7,42.5,1.3,3.9,33.3,0.4,0.7,60.0,1.3,4.4,5.7,0.7,0.3,0.0,0.4, 9.3
100,Santi Aldama,MEM,6,16.8,6.5,2.5,5.5,45.5,1.2,2.5,46.7,0.3,0.3,100,1.2,3.2,4.3,1.2,0.5,0.0,0.3, 9.2
101,Kevon Looney,GSW,13,25.0,6.5,2.8,4.9,57.8,0.0,0.0,0.0,0.8,1.4,55.6,4.7,8.4,13.1,3.3,0.6,0.4,1.0, 20.2
102,Mitchell Robinson,NYK,11,27.1,6.5,2.6,4.4,60.4,0.0,0.0,0.0,1.2,3.0,39.4,5.0,4.3,9.3,0.8,0.7,1.5,0.9, 14.3
102,Torrey Craig,PHX,11,16.6,6.5,2.4,4.1,57.8,1.0,2.3,44.0,0.7,0.8,88.9,0.6,1.6,2.3,0.5,0.5,0.2,0.3, 7.8
104,Isaac Okoro,CLE,5,15.0,6.4,2.2,4.6,47.8,0.8,2.6,30.8,1.2,1.2,100,0.6,0.8,1.4,0.8,0.4,0.4,0.8, 6.2
105,Dorian Finney-Smith,BKN,4,25.3,6.3,2.3,5.8,39.1,1.8,4.3,41.2,0.0,0.0,0.0,1.5,3.0,4.5,0.8,0.8,0.5,1.3, 8.0
106,Lonnie Walker IV,LAL,13,13.8,6.2,2.2,4.6,48.3,1.0,2.6,38.2,0.7,0.9,75.0,0.1,0.8,0.9,0.8,0.5,0.1,0.3, 5.6
107,Cedi Osman,CLE,5,18.6,6.0,1.8,5.0,36.0,1.2,4.0,30.0,1.2,1.8,66.7,0.2,2.8,3.0,1.0,0.4,0.2,1.0, 5.8
107,Onyeka Okongwu,ATL,6,21.8,6.0,2.5,4.2,60.0,0.2,0.2,100,0.8,1.7,50.0,3.2,3.2,6.3,1.2,0.3,1.3,1.2, 11.5
109,Moses Moody,GSW,12,13.4,5.8,1.9,3.6,53.5,1.1,1.8,59.1,0.9,1.0,91.7,0.6,2.0,2.6,0.7,0.4,0.3,0.2, 7.9
110,Donte DiVincenzo,GSW,13,18.1,5.5,1.8,4.9,37.5,1.2,3.4,34.1,0.6,0.9,66.7,0.8,2.2,3.0,2.8,0.8,0.2,1.3, 7.6
111,Quentin Grimes,NYK,9,26.9,5.1,1.6,5.1,30.4,1.0,4.1,24.3,1.0,1.2,81.8,0.3,2.4,2.8,1.4,1.0,0.6,1.1, 6.0
112,Grant Williams,BOS,15,17.7,5.1,1.7,3.5,47.2,1.2,2.7,45.0,0.5,0.7,80.0,0.7,1.5,2.2,1.2,0.3,0.4,0.3, 6.9
113,Royce O'Neale,BKN,4,29.5,5.0,1.8,7.3,24.1,1.0,5.5,18.2,0.5,0.5,100,1.0,3.3,4.3,3.5,1.3,0.3,1.0, 7.8
114,P.J. Tucker,PHI,11,26.7,4.9,1.7,4.6,37.3,1.3,3.6,35.0,0.2,0.3,66.7,1.6,2.9,4.5,1.5,1.2,0.3,0.5, 8.9
115,Landry Shamet,PHX,10,18.4,4.8,1.7,4.5,37.8,1.1,2.9,37.9,0.3,0.4,75.0,0.3,1.4,1.7,1.1,0.2,0.1,0.4, 4.6
116,Paul Reed,PHI,11,14.3,4.6,2.0,3.5,57.9,0.0,0.0,0.0,0.6,0.6,100,2.5,3.0,5.5,0.6,0.5,0.4,0.5, 9.6
117,Jarred Vanderbilt,LAL,15,16.5,4.6,1.6,4.0,40.0,0.5,1.9,24.1,0.9,1.3,70.0,1.3,1.9,3.2,0.8,0.7,0.8,0.9, 6.5
118,Tyus Jones,MEM,6,20.0,4.5,1.8,6.0,30.6,0.5,3.2,15.8,0.3,0.5,66.7,0.5,2.5,3.0,3.7,1.3,0.0,1.3, 6.8
119,Nicolas Batum,LAC,5,18.4,4.4,1.6,3.8,42.1,1.2,3.4,35.3,0.0,0.0,0.0,0.2,2.0,2.2,1.2,0.4,0.4,0.4, 6.0
120,Georges Niang,PHI,11,14.3,4.4,1.6,3.3,50.0,1.1,2.4,46.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.5, 3.0
121,Jalen Johnson,ATL,6,9.3,4.3,1.7,4.0,41.7,0.7,1.8,36.4,0.3,0.3,100,0.3,2.2,2.5,1.3,0.5,0.0,0.8, 5.5
122,Jeff Green,DEN,20,17.2,4.1,1.4,3.1,45.2,0.5,1.4,32.1,0.9,1.0,89.5,0.3,1.3,1.6,0.7,0.3,0.4,0.5, 4.7
122,Josh Okogie,PHX,10,17.5,4.1,1.4,3.7,37.8,0.2,1.4,14.3,1.1,1.3,84.6,1.2,0.9,2.1,1.3,0.6,0.2,0.3, 5.5
124,David Roddy,MEM,6,12.7,3.8,1.3,4.8,27.6,1.0,3.3,30.0,0.2,0.2,100,0.7,2.2,2.8,0.7,0.0,0.3,0.2, 4.0
125,Jonathan Kuminga,GSW,10,6.1,3.4,1.3,2.4,54.2,0.3,0.7,42.9,0.5,0.9,55.6,0.4,0.5,0.9,0.5,0.2,0.0,0.4, 3.1
126,Bismack Biyombo,PHX,8,9.8,3.4,1.1,2.0,56.3,0.0,0.0,0.0,1.1,2.3,50.0,1.3,2.1,3.4,0.8,0.0,1.3,0.8, 6.0
127,Haywood Highsmith,MIA,18,8.9,3.3,1.3,2.2,61.5,0.4,0.9,50.0,0.2,0.3,80.0,0.6,0.8,1.3,0.3,0.6,0.1,0.1, 4.6
128,Christian Braun,DEN,19,13.0,3.2,1.3,2.4,53.3,0.1,0.5,20.0,0.6,1.0,57.9,0.6,1.4,2.1,0.6,0.6,0.2,0.5, 4.6
129,Jaylen Nowell,MIN,5,12.4,3.2,1.2,5.2,23.1,0.6,1.8,33.3,0.2,0.4,50.0,0.8,0.2,1.0,0.6,0.0,0.0,0.4, 0.2
130,Isaiah Hartenstein,NYK,11,20.0,3.1,1.0,2.1,47.8,0.0,0.0,0.0,1.1,1.5,75.0,2.1,2.5,4.6,1.3,0.8,1.4,0.5, 9.3
131,Alex Len,SAC,7,7.7,2.7,1.0,1.3,77.8,0.0,0.0,0.0,0.7,0.9,83.3,1.0,1.9,2.9,0.1,0.0,0.4,1.0, 4.7
132,Austin Rivers,MIN,4,11.5,2.5,1.0,2.0,50.0,0.5,1.5,33.3,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.3,0.0,0.3, 3.0
133,Jalen McDaniels,PHI,8,12.8,2.4,1.0,2.5,40.0,0.4,1.1,33.3,0.0,0.0,0.0,0.4,1.6,2.0,0.6,0.1,0.0,0.4, 3.3
134,Cody Zeller,MIA,21,8.3,2.2,1.0,1.7,57.1,0.0,0.0,0.0,0.3,0.7,40.0,0.5,1.8,2.3,0.3,0.1,0.2,0.6, 3.3
135,Damion Lee,PHX,8,11.1,2.1,0.8,2.5,30.0,0.4,1.9,20.0,0.3,0.3,100,0.5,0.9,1.4,0.6,0.3,0.0,0.1, 2.5
136,Sam Hauser,BOS,15,6.9,2.0,0.7,1.9,34.5,0.5,1.6,33.3,0.1,0.1,100,0.3,0.8,1.1,0.3,0.1,0.1,0.0, 2.3
137,Troy Brown Jr.,LAL,12,10.3,1.8,0.8,2.3,35.7,0.2,1.3,13.3,0.0,0.0,0.0,0.3,1.7,2.0,0.9,0.2,0.1,0.0, 3.5
138,Jae Crowder,MIL,4,10.3,1.8,0.8,3.3,23.1,0.0,1.5,0.0,0.3,0.5,50.0,0.3,0.8,1.0,0.8,0.5,0.0,0.3, 1.0
138,Joe Harris,BKN,4,11.0,1.8,0.5,3.3,15.4,0.3,3.0,8.3,0.5,0.5,100,0.0,1.3,1.3,0.0,0.5,0.0,0.8, 0.0
140,Jevon Carter,MIL,4,12.3,1.3,0.5,2.3,22.2,0.3,1.8,14.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0, 1.8
141,John Konchar,MEM,5,9.8,0.8,0.4,1.8,22.2,0.0,0.8,0.0,0.0,0.0,0.0,0.8,1.2,2.0,0.8,0.4,0.4,0.2, 2.8
142,Danny Green,CLE,4,10.0,0.8,0.3,1.3,20.0,0.3,1.0,25.0,0.0,0.0,0.0,0.5,1.3,1.8,0.3,0.5,0.3,0.5, 2.0
143,Miles McBride,NYK,8,2.5,0.4,0.1,0.5,25.0,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.1,0.0, 0.5
144,Kessler Edwards,SAC,6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0, 0.2
