#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
165,Kawhi Leonard,LAC,2,16.5,9.5,3.5,8,43.8,0.5,2,25,2,2,100,0,2,2,2,1,0,0,10,2022-23
165,Walker Kessler,UTA,4,19.3,9.5,3.5,5.3,66.7,0,0,0,2.5,4.5,55.6,2,3.8,5.8,0.8,0,1.5,1.3,12.5,2022-23
169,Al Horford,BOS,3,24.3,9.3,3,5.7,52.9,1.7,3.7,45.5,1.7,2,83.3,0.7,4.3,5,3.3,0.3,1,0.7,15.3,2022-23
169,Paul George,LAC,3,18.7,9.3,2.7,7.7,34.8,1.3,5.3,25,2.7,2.7,100,0.3,5.7,6,3.3,3.3,0.3,2.3,15,2022-23
171,Andrew Wiggins,GSW,4,19.8,9.3,3.3,8.8,37.1,1.5,4.3,35.3,1.3,2.3,55.6,0.5,2.3,2.8,1.5,1.3,0,0.3,8,2022-23
171,Coby White,CHI,4,20,9.3,3.3,7.8,41.9,1.8,4.5,38.9,1,1.3,80,0.3,2,2.3,2.8,0.5,0.3,2.3,8,2022-23
171,Kyle Kuzma,WAS,4,25.3,9.3,3.5,10.5,33.3,1,5,20,1.3,1.5,83.3,0,4,4,1.8,0,1,2,6.8,2022-23
171,Mamadi Diakite,CLE,4,16.8,9.3,3.5,4.3,82.4,1,1.8,57.1,1.3,1.5,83.3,1,3.5,4.5,0.3,1.3,1.3,1,14.5,2022-23
171,Payton Pritchard,BOS,4,20.8,9.3,3.8,10,37.5,1.8,5.8,30.4,0,0,0,0.8,1.3,2,4.5,0.3,0,1,8.8,2022-23
176,Zeke Nnaji,DEN,5,17.4,9.2,3.4,6.2,54.8,0.6,2,30,1.8,3.2,56.3,2,2.2,4.2,0.6,0,0.4,1,9.2,2022-23
177,Aaron Wiggins,OKC,6,17.8,9.2,2.8,6,47.2,1.7,3,55.6,1.8,1.8,100,0.8,2.7,3.5,0.8,0.8,0.2,1.3,10,2022-23
177,Aleksej Pokusevski,OKC,6,21.8,9.2,3.3,7,47.6,1.2,3.8,30.4,1.3,1.7,80,0.7,4.7,5.3,3.8,0.2,1.2,2,13.7,2022-23
179,Aaron Nesmith,IND,2,11.5,9,2,6,33.3,1,3.5,28.6,4,4.5,88.9,0,2.5,2.5,0,0,0,0,7,2022-23
179,Alperen Sengun,HOU,3,20.7,9,3.3,6.7,50,0.7,0.7,100,1.7,2.3,71.4,1.3,2.7,4,3,0.3,0.7,3,10,2022-23
179,Cedi Osman,CLE,4,20.8,9,3,8,37.5,1.5,5.3,28.6,1.5,2,75,0.3,4.3,4.5,1.3,0.3,0.3,0.8,9,2022-23
179,Collin Sexton,UTA,4,20,9,3.3,9,36.1,1.5,3,50,1,1.8,57.1,0.5,1.5,2,2.8,0.8,0.3,2.3,6,2022-23
179,Domantas Sabonis,SAC,4,21.8,9,3.3,7,46.4,0.3,0.8,33.3,2.3,3.3,69.2,2,6.5,8.5,5,1.3,0.5,1,18.5,2022-23
179,Fred VanVleet,TOR,4,20.8,9,3,9.3,32.4,1.3,5.8,21.7,1.8,2,87.5,0.5,2.3,2.8,3,2.3,0,2,8.5,2022-23
179,Grant Williams,BOS,4,23.5,9,3.3,7.5,43.3,1.5,3.3,46.2,1,1.3,80,1,4,5,1.3,0.3,1,2.8,9.3,2022-23
179,Jaden McDaniels,MIN,5,22,9,3.6,7.6,47.4,1,3,33.3,0.8,1,80,0.8,3.8,4.6,0.6,0.2,0.6,0.6,10.2,2022-23
179,Kevin Love,MIA,1,16,9,3,6,50,3,6,50,0,0,0,0,7,7,0,0,0,1,12,2022-23
179,Mac McClung,PHI,1,12,9,4,6,66.7,1,1,100,0,0,0,0,2,2,2,2,0,0,13,2022-23
179,Malik Monk,SAC,4,18.3,9,3,9.8,30.8,1.3,6,20.8,1.8,2.5,70,0.3,3,3.3,2.3,1.5,0,0.5,8,2022-23
179,Nic Claxton,BKN,4,20,9,4,4.5,88.9,0,0,0,1,2,50,1.8,3.3,5,1.5,1,1,1,15,2022-23
179,Onyeka Okongwu,ATL,4,21,9,3.5,6.5,53.8,0,0.5,0,2,2,100,1.8,3.5,5.3,2,0.5,0.3,0.5,13.5,2022-23
179,Zach Collins,SAS,3,18.7,9,3,8.3,36,0.7,2.7,25,2.3,3.7,63.6,0.3,3.3,3.7,2.7,0.7,1,2,8.3,2022-23
193,David Roddy,MEM,5,19.8,8.8,2.6,7,37.1,1,3.8,26.3,2.6,2.8,92.9,0.8,2,2.8,0.6,0.8,0,0.8,7.6,2022-23
194,Andre Drummond,CHI,4,16.5,8.8,3.5,5.5,63.6,0.8,1,75,1,1,100,1.8,5.8,7.5,2,0.3,0.8,1.5,15.8,2022-23
194,Cory Joseph,DET,4,17.8,8.8,3,7.5,40,1.8,4.8,36.8,1,1.3,80,0,0.5,0.5,3.5,0.5,0,0.8,7.8,2022-23
194,Jake LaRavia,MEM,4,21.5,8.8,2.8,7,39.3,1,5,20,2.3,3.3,69.2,0.5,1.8,2.3,1.3,1.3,0.8,1.8,7.3,2022-23
194,Jalen Smith,IND,4,19.5,8.8,3.5,8.5,41.2,1,3,33.3,0.8,1.5,50,1.3,4.5,5.8,0.5,0.3,0,0.8,8.8,2022-23
194,Royce O'Neale,BKN,4,24.8,8.8,3,6,50,1.8,4.8,36.8,1,1,100,0.5,3.5,4,1,1,0.8,1.3,11.3,2022-23
194,Taurean Prince,MIN,4,17,8.8,2.8,6.3,44,1,3.3,30.8,2.3,2.8,81.8,0.3,3.5,3.8,2,1.3,0.3,1.3,10.8,2022-23
200,Rudy Gay,UTA,3,20.3,8.7,3.7,8,45.8,0.7,4.3,15.4,0.7,1,66.7,1.3,6,7.3,0.7,0.3,0.3,1.7,11,2022-23
200,Zach LaVine,CHI,3,21.7,8.7,3,7.7,39.1,1.7,4.7,35.7,1,1.3,75,0,1.3,1.3,3,0.7,0,3.3,5.3,2022-23
202,Alex Caruso,CHI,4,18.3,8.5,3.8,6.3,60,0.3,2,12.5,0.8,1,75,0,2.8,2.8,3.8,1.5,0.3,0.5,13.5,2022-23
202,Isaiah Livers,DET,2,19,8.5,2.5,6,41.7,1.5,5,30,2,2,100,1,2,3,1,0,1,1,9,2022-23
202,Jamaree Bouyea,WAS,4,17.3,8.5,3.5,5.8,60.9,1.3,2.5,50,0.3,0.5,50,0.5,2,2.5,2.3,1.3,0.3,0.8,11.5,2022-23
202,Lindy Waters III,OKC,6,17,8.5,2.3,5.8,40,2,4.7,42.9,1.8,2,91.7,0.5,2.5,3,1.3,0.8,0.2,0.3,9.8,2022-23
202,Trey Lyles,SAC,4,15.8,8.5,2.8,6.5,42.3,1.8,3.8,46.7,1.3,1.8,71.4,1,2.3,3.3,1,0.5,0,0.8,8.3,2022-23
207,Keon Johnson,POR,5,23.6,8.4,3.2,8.4,38.1,1.2,3.4,35.3,0.8,2.2,36.4,1.2,1.4,2.6,4.4,1.6,0,2.6,7.8,2022-23
207,Sandro Mamukelashvili,SAS,5,18.2,8.4,2.4,5.6,42.9,0.6,3.2,18.8,3,3.8,78.9,0.6,3,3.6,2.6,1,0,1.4,10.2,2022-23
209,Chris Boucher,TOR,3,17,8.3,3.3,7,47.6,0.7,2.7,25,1,1.3,75,2,4,6,0.7,0.7,1,0,12.7,2022-23
209,Chris Paul,PHX,3,25.7,8.3,2.7,6.3,42.1,1,3,33.3,2,2,100,0,3.3,3.3,10,1,0.3,1.3,18,2022-23
209,Cole Swider,LAL,6,19.3,8.3,2.3,9,25.9,1.5,6.2,24.3,2.2,2.3,92.9,0.7,2.7,3.3,0.8,1,0.3,0.8,6.2,2022-23
209,Ivica Zubac,LAC,3,16.7,8.3,3.7,5,73.3,0,0,0,1,1.7,60,1.3,3,4.3,1.7,0,1.3,1.7,12,2022-23
209,Marcus Smart,BOS,3,27.3,8.3,2.3,5.3,43.8,1,3,33.3,2.7,3,88.9,0.7,1.3,2,3.7,1.3,0.3,3.3,9,2022-23
214,Robert Covington,LAC,4,14.3,8.3,2.3,4.5,50,1.3,3.5,35.7,2.5,3,83.3,0,2.5,2.5,1,0.5,1.3,0.5,10.3,2022-23
215,Matt Ryan,MIN,5,13.2,8.2,2.6,6.8,38.2,2.2,6.2,35.5,0.8,0.8,100,0,1,1,0.2,0.2,0,0.2,5.2,2022-23
216,Bojan Bogdanović,DET,3,25,8,2.3,7.3,31.8,1.7,5.3,31.3,1.7,2,83.3,0.7,4,4.7,0.7,0,0,1.7,6.3,2022-23
216,Brandon Williams,POR,3,15.7,8,2.3,5.7,41.2,1.3,3,44.4,2,2.3,85.7,0,1,1,2.3,1,0,0.7,8,2022-23
216,Cody Martin,CHA,1,12,8,4,7,57.1,0,1,0,0,0,0,2,3,5,1,1,0,1,11,2022-23
216,Edmond Sumner,BKN,2,16.5,8,2.5,7,35.7,0,1.5,0,3,3,100,0,2,2,2,0.5,0,1,7,2022-23
216,Evan Mobley,CLE,1,17,8,1,4,25,0,1,0,6,8,75,0,2,2,2,1,0,1,7,2022-23
216,Gabe Vincent,MIA,3,20.7,8,2.3,7,33.3,2.3,5.7,41.2,1,1,100,0,1.7,1.7,4,1,0,1.7,8.3,2022-23
216,Isaiah Jackson,IND,4,14.8,8,3.5,5.8,60.9,0,0.5,0,1,1.5,66.7,1,2.5,3.5,0.5,0.8,2.5,0.8,11.8,2022-23
216,Isaiah Joe,OKC,2,12.5,8,3,6.5,46.2,2,4,50,0,0,0,0,1,1,1.5,0,0,0.5,6.5,2022-23
216,Javon Freeman-Liberty,CHI,1,6,8,3,5,60,2,4,50,0,0,0,0,1,1,0,0,1,1,7,2022-23
216,Jaxson Hayes,NOP,2,24.5,8,4,6,66.7,0,1.5,0,0,0,0,2,4,6,2.5,0.5,1,0.5,15.5,2022-23
216,Josh Richardson,NOP,3,18.7,8,2.3,5.3,43.8,1,3,33.3,2.3,3,77.8,0,3,3,1.3,0,0.7,1,8.3,2022-23
216,Kyle Lowry,MIA,3,21.7,8,2.3,6.3,36.8,1,4.3,23.1,2.3,3,77.8,1,4.3,5.3,1.3,1.3,0.3,1,10.7,2022-23
216,Malachi Flynn,TOR,1,18,8,3,5,60,2,2,100,0,0,0,0,0,0,0,0,1,0,7,2022-23
216,R.J. Hampton,DET,5,21.8,8,3.4,8,42.5,0.4,3,13.3,0.8,1.2,66.7,0.6,3,3.6,4.2,1.4,0.8,1.2,11.8,2022-23
216,Richaun Holmes,SAC,2,14,8,3,5,60,0,0,0,2,2,100,2.5,3.5,6,1,0,0,2.5,10.5,2022-23
216,Shake Milton,PHI,4,18.3,8,3.5,7.5,46.7,0.5,1.5,33.3,0.5,0.5,100,0.8,2.3,3,3.5,0.5,0.5,1,10.5,2022-23
216,Svi Mykhailiuk,CHA,1,7,8,3,4,75,2,3,66.7,0,0,0,0,0,0,0,1,0,0,8,2022-23
216,Timothe Luwawu-Cabarrot,PHX,3,20.7,8,2,5,40,0.3,2,16.7,3.7,4.3,84.6,1,3.3,4.3,1.3,0.3,0.3,0.7,10,2022-23
234,AJ Griffin,ATL,4,16.8,7.8,2.5,6.5,38.5,2,4,50,0.8,1.3,60,1,1,2,0.3,0.5,0,0.8,5.3,2022-23
234,Dyson Daniels,NOP,4,18.5,7.8,2.8,8.8,31.4,0.5,2.8,18.2,1.8,2.5,70,1,2.8,3.8,2,2,1,1,8.8,2022-23
234,Ryan Rollins,GSW,4,12,7.8,2.3,5.8,39.1,0.5,0.8,66.7,2.8,3.5,78.6,0,1,1,2.3,0.8,0,0.8,6.8,2022-23
234,Tobias Harris,PHI,4,21.3,7.8,2.5,6.8,37,1,3.5,28.6,1.8,2.5,70,0.3,4.5,4.8,2.5,0.8,0.3,0.8,10.3,2022-23
238,Goran Dragic,MIL,3,16.7,7.7,3.7,7,52.4,0.3,2,16.7,0,0,0,0.3,0.7,1,2.3,0.7,0,1.3,7,2022-23
238,Jared Butler,OKC,3,13.7,7.7,2.3,6.7,35,1.7,3.3,50,1.3,2,66.7,0,3,3,3.3,1,0.3,1.7,8.7,2022-23
238,Malcolm Brogdon,BOS,3,20.7,7.7,2.3,6.3,36.8,0.7,3.3,20,2.3,2.7,87.5,0,2.3,2.3,6.7,0,0,2,10.3,2022-23
238,Terance Mann,LAC,3,19.7,7.7,2.7,6,44.4,1,1.3,75,1.3,1.7,80,0,3,3,2,0.3,0.3,0.7,9,2022-23
242,Bruce Brown,DEN,5,21.2,7.6,2.2,5.2,42.3,1,2.4,41.7,2.2,2.6,84.6,0,2.8,2.8,1,0.4,0,0.6,7.8,2022-23
242,Mo Bamba,LAL,5,17.2,7.6,3.2,6.4,50,1,3.2,31.3,0.2,0.4,50,1.4,2.8,4.2,0.4,0.6,2.2,1.2,10.4,2022-23
244,Amir Coffey,LAC,4,17.8,7.5,2.5,5.8,43.5,0.8,2.5,30,1.8,2.5,70,0.5,2.8,3.3,1.5,1,0,1.5,7.8,2022-23
244,Andrew Nembhard,IND,4,19,7.5,3.3,8.8,37.1,0.8,3,25,0.3,0.3,100,0,2.5,2.5,5.5,0.8,0.5,2.5,8.8,2022-23
244,Damion Lee,PHX,4,23,7.5,2.3,6,37.5,1,3,33.3,2,2.3,88.9,1.3,3.3,4.5,1,0,0,1.5,7.5,2022-23
244,Harrison Barnes,SAC,4,23,7.5,2.8,8.8,31.4,0.5,4,12.5,1.5,2.5,60,2.3,2.3,4.5,1,0.3,0,1.3,5,2022-23
244,Kelly Olynyk,UTA,4,23.3,7.5,2.8,6,45.8,0.5,2.3,22.2,1.5,1.8,85.7,1,3.5,4.5,2.3,1.5,0,2.3,10,2022-23
244,Larry Nance Jr.,NOP,4,13.3,7.5,2.5,4.3,58.8,0.8,1.3,60,1.8,2,87.5,1,3.5,4.5,1.8,1,0,2.5,10.3,2022-23
244,Monté Morris,WAS,4,21.3,7.5,3.3,9.5,34.2,0.5,3.8,13.3,0.5,0.5,100,0.3,1.3,1.5,4.8,1.5,0.3,1,8.3,2022-23
244,Moussa Diabate,LAC,4,16.5,7.5,3,5,60,0,0,0,1.5,3,50,3,3,6,1,0.5,1.3,1,11.8,2022-23
244,Patrick Beverley,CHI,4,19.3,7.5,1.8,5.8,30.4,1,3.8,26.7,3,3.8,80,1,2.5,3.5,2,0.8,0.3,1.5,7.8,2022-23
253,Dru Smith,BKN,5,15.2,7.4,3,6.6,45.5,1,2.4,41.7,0.4,0.6,66.7,1,1.4,2.4,1.8,0.8,0.2,1,7.8,2022-23
253,Nick Richards,CHA,5,16,7.4,3,5.2,57.7,0,0,0,1.4,2.6,53.8,2.8,3.6,6.4,0.2,0.4,1,1,11,2022-23
255,Goga Bitadze,ORL,3,13,7.3,3,4.7,64.3,1,1.3,75,0.3,1,33.3,2,2,4,2.7,0,1.3,1,12,2022-23
256,Daniel Gafford,WAS,4,21,7.3,3,4.3,70.6,0,0,0,1.3,2,62.5,1.8,3.5,5.3,1.8,0.3,1.8,2,12.3,2022-23
256,Delon Wright,WAS,4,20.8,7.3,2.5,6.3,40,1.8,4,43.8,0.5,0.5,100,0.8,2.5,3.3,3.3,1.3,1.8,1.3,11.8,2022-23
256,Herbert Jones,NOP,4,21.5,7.3,2.5,5.8,43.5,0.5,1.3,40,1.8,1.8,100,0.3,1.3,1.5,1.3,1.3,0.5,0.8,7.8,2022-23
256,Luka Garza,MIN,4,8,7.3,2.8,4.5,61.1,1,1.5,66.7,0.8,1,75,0.8,1.5,2.3,0.3,0.3,0.3,0,8.3,2022-23
256,Noah Vonleh,BOS,4,14,7.3,3,3.5,85.7,0.3,0.3,100,1,1,100,1.5,5.8,7.3,0.5,0.3,0,1.5,13.3,2022-23
261,Patrick Baldwin Jr.,GSW,5,14.4,7.2,2,5.4,37,1.6,4.4,36.4,1.6,1.6,100,0.4,2.8,3.2,0.6,0.6,0.2,0.6,7.8,2022-23
262,Armoni Brooks,ATL,1,10,7,3,6,50,1,3,33.3,0,0,0,0,1,1,0,0,0,0,5,2022-23
262,Brandon Boston Jr.,LAC,4,18.5,7,1.8,7.8,22.6,0.5,2.8,18.2,3,3.5,85.7,0.3,1,1.3,0.8,0.5,0.5,1.5,2,2022-23
262,Davion Mitchell,SAC,4,16.8,7,2.8,6.8,40.7,1.5,2.5,60,0,0.5,0,0.3,1,1.3,4,1,0,0.8,8,2022-23
262,De'Anthony Melton,PHI,4,18,7,2.5,7.8,32.3,0.5,3,16.7,1.5,1.8,85.7,1,3.5,4.5,2.8,1.5,0.5,2.3,8.5,2022-23
262,Jeremiah Robinson-Earl,OKC,5,19.2,7,2.6,7.6,34.2,0.2,3.2,6.3,1.6,1.8,88.9,1.2,2.4,3.6,0.8,1.2,0,0.4,7,2022-23
262,Jimmy Butler,MIA,2,21,7,2.5,4.5,55.6,0,0,0,2,3,66.7,0.5,2.5,3,3.5,0.5,0,1.5,9.5,2022-23
262,Jordan Schakel,WAS,2,16,7,2,6.5,30.8,0,2.5,0,3,3,100,0.5,1,1.5,0,0,0,0.5,3.5,2022-23
262,Justise Winslow,POR,2,17.5,7,3.5,4.5,77.8,0,0,0,0,0,0,2,1,3,2.5,2,2,0.5,15,2022-23
262,Kenrich Williams,OKC,2,18.5,7,2.5,5.5,45.5,0,3,0,2,3,66.7,2,2.5,4.5,1.5,0.5,0.5,1,9,2022-23
262,Leandro Bolmaro,UTA,1,10,7,2,4,50,2,3,66.7,1,2,50,0,0,0,1,1,0,1,5,2022-23
262,Mason Plumlee,LAC,5,17.4,7,2.2,4.4,50,0,0,0,2.6,4,65,1.4,5.6,7,2.6,0.6,0.8,1,13.4,2022-23
262,Mfiondu Kabengele,BOS,2,12,7,3,4,75,0.5,1.5,33.3,0.5,0.5,100,1,0.5,1.5,0.5,0,0,0.5,7.5,2022-23
262,Nassir Little,POR,5,17.8,7,2.6,5.8,44.8,0.4,2.2,18.2,1.4,1.6,87.5,0.4,1.6,2,1.2,0.4,0.6,0.2,7.6,2022-23
262,Nikola Jokić,DEN,3,17.3,7,1.3,2.7,50,0.3,1.3,25,4,4.3,92.3,0,4,4,5,1,0.3,4.3,11.3,2022-23
262,Reggie Bullock Jr.,DAL,3,18.7,7,2.7,5,53.3,1.3,3.3,40,0.3,0.3,100,0.3,2,2.3,1,0.7,0,0.3,8.3,2022-23
277,Austin Reaves,LAL,6,23.8,6.8,2.2,5,43.3,0.5,1.8,27.3,2,2,100,1.2,3,4.2,4.2,0.8,1,3,11.2,2022-23
278,Moritz Wagner,ORL,5,11.4,6.8,2.4,5.2,46.2,1.4,3.2,43.8,0.6,1,60,0.2,1.8,2,0.4,0.6,0.2,0.8,6,2022-23
279,DeAndre Jordan,DEN,4,19.5,6.8,3,4.5,66.7,0,0,0,0.8,1.3,60,2.5,5.3,7.8,1.5,0,0.3,1.5,12.8,2022-23
279,Furkan Korkmaz,PHI,4,14,6.8,2.5,6.5,38.5,0.5,3,16.7,1.3,1.3,100,0.5,1.8,2.3,1.3,0.8,0.3,1,6.3,2022-23
279,Kentavious Caldwell-Pope,DEN,4,17.8,6.8,2,6.3,32,0.5,3.5,14.3,2.3,2.3,100,0.3,0.5,0.8,1.3,1,0,1,4.5,2022-23
279,Markieff Morris,DAL,4,14.5,6.8,2.8,5.8,47.8,0.8,2.5,30,0.5,0.5,100,1,3.3,4.3,0,0.3,0,1.5,6.8,2022-23
283,Dennis Smith Jr.,CHA,3,16,6.7,3.3,7.3,45.5,0,0,0,0,0,0,0.3,1,1.3,1.7,0.7,1,2,5.3,2022-23
283,Jared Rhoden,DET,3,13.3,6.7,1.7,3,55.6,0.7,1,66.7,2.7,2.7,100,0.3,1.3,1.7,0.3,0.3,0,1,6.7,2022-23
285,Christian Braun,DEN,5,19.6,6.6,2,5.4,37,0.4,1.4,28.6,2.2,3.6,61.1,0.6,2,2.6,0.4,0.8,0,0.6,5,2022-23
285,Davon Reed,LAL,5,19.2,6.6,2.2,5.2,42.3,1.2,2.8,42.9,1,1.6,62.5,0.4,3,3.4,2,0.8,0,1,8.2,2022-23
285,JT Thor,CHA,5,22.6,6.6,2.4,6.2,38.7,0.4,2.8,14.3,1.4,1.4,100,0.6,1.8,2.4,0.2,0.2,0.4,0.6,5.4,2022-23
288,Blake Griffin,BOS,2,14,6.5,1.5,5,30,0.5,2,25,3,3,100,1.5,4.5,6,1,0,0,1,9,2022-23
288,Dalen Terry,CHI,4,16,6.5,2.8,5,55,0.5,1.3,40,0.5,0.8,66.7,0.8,2.8,3.5,2.8,0.8,0,1,10,2022-23
288,Justin Jackson,BOS,4,13,6.5,2.5,7.5,33.3,1.5,4.5,33.3,0,0,0,0.8,1.5,2.3,1,0.3,0.3,0.3,5,2022-23
288,Malcolm Hill,CHI,2,6.5,6.5,2.5,5,50,1,3,33.3,0.5,1,50,0.5,1,1.5,0.5,0,0,0,5.5,2022-23
288,Quinn Cook,SAC,2,9,6.5,2.5,5.5,45.5,1,2.5,40,0.5,0.5,100,0.5,0.5,1,1,0,0,0.5,5,2022-23
288,Raul Neto,CLE,4,16.5,6.5,2.5,6.8,37,0.5,2,25,1,1.8,57.1,0.8,1.3,2,2.8,0.5,0,1.3,5.5,2022-23
288,Thomas Bryant,DEN,6,14.2,6.5,2,3.7,54.5,0,1,0,2.5,3.2,78.9,0.3,3.8,4.2,0.8,0.5,0.3,0.8,9.2,2022-23
295,Keita Bates-Diop,SAS,5,18,6.4,1.8,5.4,33.3,0.8,2.6,30.8,2,2.4,83.3,0.6,2.4,3,1,0.6,0.2,0.8,6.4,2022-23
296,Clint Capela,ATL,3,21.3,6.3,2,4.3,46.2,0,0,0,2.3,3.3,70,2.7,6.3,9,1,0.7,1.3,0,15,2022-23
296,Dorian Finney-Smith,BKN,3,18.7,6.3,1.7,5.7,29.4,1.7,4.3,38.5,1.3,1.3,100,1,1,2,0.3,0.7,0,1.3,4,2022-23
296,Justin Holiday,DAL,3,23,6.3,2.3,6,38.9,0.7,3,22.2,1,1.3,75,0,1.3,1.3,1.7,0.7,0.7,0.7,6,2022-23
296,Reggie Jackson,DEN,3,14.3,6.3,1.7,5.3,31.3,1.7,4.3,38.5,1.3,1.7,80,0,1.3,1.3,2.3,0,0,1.3,4.7,2022-23
296,Taj Gibson,WAS,3,14.7,6.3,2,4.7,42.9,1,2.7,37.5,1.3,2.3,57.1,0.3,1.3,1.7,0,0.7,0,0.7,4.3,2022-23
301,Georges Niang,PHI,4,15,6.3,2.3,5.8,39.1,1.8,4.3,41.2,0,0,0,0.3,1.8,2,1,0.5,0,0.3,6,2022-23
301,Marques Bolden,MIL,4,11.8,6.3,2.5,3.5,71.4,1,1.5,66.7,0.3,0.5,50,0.5,1.5,2,0.5,0.3,0.8,0.5,8,2022-23
301,T.J. McConnell,IND,4,17.8,6.3,2.8,6.8,40.7,0.5,0.8,66.7,0.3,0.5,50,0.8,3.3,4,4.8,1.3,0.3,1,11.3,2022-23
301,Talen Horton-Tucker,UTA,4,16.5,6.3,2.8,8,34.4,0.5,2,25,0.3,1,25,0.5,1.8,2.3,1,0.3,0.3,2,2,2022-23
301,TyTy Washington Jr.,HOU,4,14.8,6.3,2.3,5.8,39.1,0.8,3,25,1,1.3,80,0.5,0.8,1.3,1.3,0.5,0,1.3,4.3,2022-23
306,Caleb Houstan,ORL,5,15,6.2,2.2,4.6,47.8,1.4,3.6,38.9,0.4,0.8,50,0.6,1.6,2.2,0.6,0.4,0,1,5.6,2022-23
306,Haywood Highsmith,MIA,5,18.6,6.2,2.2,5.4,40.7,1.2,3.4,35.3,0.6,0.8,75,1.2,2.8,4,1.8,0.6,0.2,1.2,8.2,2022-23
308,Scotty Pippen Jr.,LAL,6,14.2,6.2,2,5.2,38.7,0.5,2.3,21.4,1.7,2.5,66.7,0.3,2.2,2.5,2.3,0.7,0.5,2,6.2,2022-23
309,Admiral Schofield,ORL,1,9,6,2,3,66.7,2,3,66.7,0,0,0,1,3,4,3,0,0,1,11,2022-23
309,Bismack Biyombo,PHX,2,16,6,2,4,50,0,0,0,2,3,66.7,2,5,7,0.5,0.5,0.5,1,10.5,2022-23
309,Braxton Key,DET,4,17.5,6,2,3.8,53.3,0.8,1.5,50,1.3,1.8,71.4,0.5,3.5,4,0.8,0.5,0.5,1,8.5,2022-23
309,CJ McCollum,NOP,3,19.3,6,2,7.7,26.1,1.3,3.7,36.4,0.7,2,33.3,0.3,2,2.3,4.7,1,0,1.7,5.3,2022-23
309,D.J. Wilson,TOR,4,10.3,6,1.5,3.5,42.9,0.5,1.3,40,2.5,3,83.3,1.5,2.8,4.3,1.3,0.3,0.3,1,8.5,2022-23
309,Dominick Barlow,SAS,2,7,6,2.5,3,83.3,1,1,100,0,0,0,1,1.5,2.5,0.5,0,1,0,9.5,2022-23
309,JaVale McGee,DAL,2,12,6,3,4.5,66.7,0,0.5,0,0,1,0,0.5,4,4.5,0,0.5,0,0.5,8,2022-23
309,Jaden Shackelford,OKC,1,13,6,2,4,50,2,3,66.7,0,0,0,1,0,1,1,0,0,0,6,2022-23
309,Jamal Murray,DEN,2,14,6,2,5.5,36.4,1,1.5,66.7,1,1.5,66.7,0.5,0.5,1,3.5,0,0,1,5.5,2022-23
309,Joe Harris,BKN,1,15,6,2,7,28.6,2,7,28.6,0,0,0,0,1,1,1,0,0,1,2,2022-23
309,Lindell Wigginton,MIL,5,12,6,2,4.8,41.7,0.8,1.8,44.4,1.2,2,60,0.8,0.8,1.6,1.8,1,0,1.2,5.6,2022-23
309,Malaki Branham,SAS,5,14,6,2.2,4.4,50,1.2,3,40,0.4,0.6,66.7,0.2,0.8,1,1.2,0.6,0,0.8,5.6,2022-23
309,Malik Beasley,LAL,2,15,6,2,8,25,1.5,5.5,27.3,0.5,0.5,100,0,0,0,1,0.5,0,1,0.5,2022-23
309,MarJon Beauchamp,MIL,5,22.4,6,2.2,6.4,34.4,0.6,3.2,18.8,1,1.4,71.4,0.8,2.8,3.6,1,0.4,0.6,1.8,5.2,2022-23
309,Pat Connaughton,MIL,2,19.5,6,1.5,4.5,33.3,1.5,4.5,33.3,1.5,2.5,60,2,2,4,1.5,0.5,0,1.5,6.5,2022-23
309,Saben Lee,PHX,2,9,6,1.5,2.5,60,0.5,0.5,100,2.5,3,83.3,0,0.5,0.5,2,0.5,0,0,7.5,2022-23
309,Serge Ibaka,MIL,4,15.3,6,2.3,4.5,50,0.5,0.5,100,1,1.3,80,2.5,2.8,5.3,0.3,1,0.8,1.5,9.3,2022-23
309,Sharife Cooper,CLE,3,9,6,2.7,4.3,61.5,0.3,1,33.3,0.3,0.3,100,0.3,0.7,1,0,0.3,0,2,3.7,2022-23
309,Tommy Kuhse,SAS,2,9,6,2,5.5,36.4,1,4,25,1,1,100,0,0.5,0.5,1.5,0.5,0,0,5,2022-23
309,Torrey Craig,PHX,4,20.5,6,2.3,7,32.1,0.8,3.5,21.4,0.8,1,75,2.3,3.5,5.8,1,0.5,0.5,1.3,7.5,2022-23
329,Jalen McDaniels,PHI,5,20.2,5.8,2.6,6.8,38.2,0.2,2,10,0.4,0.4,100,0.8,2.2,3,0.8,1.2,0.2,0.8,6,2022-23
330,Jakob Poeltl,TOR,4,20.5,5.8,2.5,4.3,58.8,0,0,0,0.8,2,37.5,2.5,5.3,7.8,3.8,0.5,1,3.5,12.3,2022-23
330,John Konchar,MEM,4,22,5.8,2.3,5.5,40.9,1.3,3.5,35.7,0,0.3,0,0.8,5,5.8,2,1,1.3,1.5,10.8,2022-23
330,Steven Adams,MEM,4,21,5.8,2.3,4.8,47.4,0,0,0,1.3,3.3,38.5,4,4,8,2,2,0,3,10.3,2022-23
330,Yuta Watanabe,BKN,4,15,5.8,1.8,3.8,46.7,1.3,2.5,50,1,2,50,0,3,3,0.5,0.3,0.5,0.8,6.3,2022-23
