#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
1,Joel Embiid,PHI,66,34.6,33.1,11.0,20.1,54.8,1.0,3.0,33.0,10.0,11.7,85.7,1.7,8.4,10.2,4.2,1.0,1.7,3.4, 35.9
2,Luka Dončić,DAL,66,36.2,32.4,10.9,22.0,49.6,2.8,8.2,34.2,7.8,10.5,74.2,0.8,7.8,8.6,8.0,1.4,0.5,3.6, 33.5
3,Damian Lillard,POR,58,36.3,32.2,9.6,20.7,46.3,4.2,11.3,37.1,8.8,9.6,91.4,0.8,4.0,4.8,7.3,0.9,0.3,3.3, 30.2
4,Shai Gilgeous-Alexander,OKC,68,35.5,31.4,10.4,20.3,51.0,0.9,2.5,34.5,9.8,10.9,90.5,0.9,4.0,4.8,5.5,1.6,1.0,2.8, 30.5
5,Giannis Antetokounmpo,MIL,63,32.1,31.1,11.2,20.3,55.3,0.7,2.7,27.5,7.9,12.3,64.5,2.2,9.6,11.8,5.7,0.8,0.8,3.9, 32.9
6,Jayson Tatum,BOS,74,36.9,30.1,9.8,21.1,46.6,3.2,9.3,35.0,7.2,8.4,85.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9, 29.9
7,Donovan Mitchell,CLE,68,35.8,28.3,10.0,20.6,48.4,3.6,9.3,38.6,4.7,5.4,86.7,0.9,3.3,4.3,4.4,1.5,0.4,2.6, 24.8
8,Kyrie Irving,DAL,60,37.4,27.1,9.9,20.1,49.4,3.1,8.3,37.9,4.1,4.6,90.5,1.0,4.1,5.1,5.5,1.1,0.8,2.1, 26.8
9,Jaylen Brown,BOS,67,35.9,26.6,10.1,20.6,49.1,2.4,7.3,33.5,3.9,5.1,76.5,1.2,5.7,6.9,3.5,1.1,0.4,2.9, 23.8
10,Trae Young,ATL,73,34.8,26.2,8.2,19.0,42.9,2.1,6.3,33.5,7.8,8.8,88.6,0.8,2.2,3.0,10.2,1.1,0.1,4.1, 24.6
11,Ja Morant,MEM,61,31.9,26.2,9.3,19.9,46.6,1.5,4.9,30.7,6.1,8.1,74.8,1.0,4.9,5.9,8.1,1.1,0.3,3.4, 25.4
12,Lauri Markkanen,UTA,66,34.4,25.6,8.7,17.3,49.9,3.0,7.7,39.1,5.3,6.0,87.5,2.0,6.7,8.6,1.9,0.6,0.6,1.9, 26.0
13,Julius Randle,NYK,77,35.5,25.1,8.5,18.6,45.9,2.8,8.3,34.3,5.2,6.9,75.7,1.8,8.1,10.0,4.1,0.6,0.3,2.8, 25.6
