#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
166,Scotty Pippen Jr.,MEM,5,19.4,9.4,3.0,6.6,45.5,1.2,3.2,37.5,2.2,3.0,73.3,0.8,1.6,2.4,3.6,1.0,0.0,3.2,8.8,2023-24
169,Anthony Black,ORL,3,20.0,9.3,3.0,5.3,56.3,1.0,2.0,50.0,2.3,3.0,77.8,0.3,2.7,3.0,4.3,0.3,0.0,2.7,11.3,2023-24
169,Pascal Siakam,IND,3,19.0,9.3,4.0,8.7,46.2,1.3,3.0,44.4,0.0,1.0,0.0,0.7,2.7,3.3,3.3,0.3,0.3,0.7,10.3,2023-24
171,David Roddy,ATL,4,21.3,9.3,3.5,7.8,45.2,1.0,2.8,36.4,1.3,1.5,83.3,2.3,3.5,5.8,1.8,0.3,0.5,2.5,10.5,2023-24
171,Jarace Walker,IND,4,23.5,9.3,3.0,6.3,48.0,1.5,3.5,42.9,1.8,2.3,77.8,0.8,3.5,4.3,2.0,1.3,0.5,1.8,11.8,2023-24
171,Matas Buzelis,CHI,4,20.3,9.3,3.0,8.5,35.3,1.3,4.3,29.4,2.0,2.3,88.9,0.8,2.8,3.5,1.8,0.3,0.5,0.5,9.0,2023-24
174,Jake LaRavia,MEM,5,21.8,9.2,2.6,7.8,33.3,0.8,3.4,23.5,3.2,3.6,88.9,2.2,3.8,6.0,2.4,1.4,0.2,2.2,11.4,2023-24
174,Kyle Kuzma,WAS,5,23.0,9.2,3.2,10.2,31.4,1.0,5.2,19.2,1.8,3.0,60.0,0.2,4.4,4.6,2.6,0.6,0.2,3.2,5.8,2023-24
176,Amir Coffey,LAC,5,17.4,9.0,3.2,7.0,45.7,1.0,2.8,35.7,1.6,1.8,88.9,0.0,1.8,1.8,0.4,0.6,0.2,0.8,7.2,2023-24
176,Andre Drummond,PHI,5,20.4,9.0,4.0,7.2,55.6,0.2,0.8,25.0,0.8,1.6,50.0,4.0,8.4,12.4,0.8,1.8,1.0,2.6,18.4,2023-24
176,Ben Sheppard,IND,4,22.3,9.0,3.0,7.5,40.0,1.5,4.5,33.3,1.5,2.0,75.0,0.3,1.5,1.8,1.8,1.0,0.5,0.3,8.8,2023-24
176,Bilal Coulibaly,WAS,3,26.0,9.0,2.7,6.7,40.0,0.7,3.0,22.2,3.0,3.0,100.0,0.7,4.3,5.0,1.0,1.7,1.0,1.3,12.3,2023-24
176,Boogie Ellis,SAC,3,12.7,9.0,3.3,8.0,41.7,2.3,6.0,38.9,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.3,0.0,1.3,5.0,2023-24
176,Braxton Key,LAC,1,11.0,9.0,3.0,3.0,100.0,1.0,1.0,100.0,2.0,6.0,33.3,1.0,2.0,3.0,0.0,1.0,0.0,2.0,7.0,2023-24
176,CJ McCollum,NOP,3,19.0,9.0,3.3,10.0,33.3,2.3,7.3,31.8,0.0,0.0,0.0,0.7,3.3,4.0,1.7,0.3,0.7,1.0,8.0,2023-24
176,Caleb Daniels,MIA,1,17.0,9.0,3.0,6.0,50.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,8.0,9.0,0.0,0.0,0.0,1.0,13.0,2023-24
176,Collin Gillespie,PHX,5,12.8,9.0,2.8,5.4,51.9,1.2,2.8,42.9,2.2,2.6,84.6,0.2,1.6,1.8,3.2,0.6,0.4,1.4,10.6,2023-24
176,Cory Joseph,ORL,1,8.0,9.0,3.0,4.0,75.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,2.0,2.0,3.0,1.0,0.0,0.0,13.0,2023-24
176,De'Anthony Melton,GSW,5,18.4,9.0,3.6,8.2,43.9,1.8,4.6,39.1,0.0,0.0,0.0,0.6,2.2,2.8,3.4,1.0,0.2,1.6,10.2,2023-24
176,Enrique Freeman,IND,4,16.3,9.0,3.5,5.3,66.7,0.3,0.8,33.3,1.8,2.0,87.5,3.8,2.5,6.3,1.3,0.8,0.8,1.8,14.3,2023-24
176,Guerschon Yabusele,PHI,6,17.8,9.0,3.2,5.5,57.6,1.3,3.0,44.4,1.3,1.5,88.9,1.2,3.8,5.0,1.8,1.0,0.7,0.7,14.3,2023-24
176,Immanuel Quickley,TOR,1,24.0,9.0,4.0,7.0,57.1,1.0,2.0,50.0,0.0,1.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,3.0,15.0,2023-24
176,Jabari Walker,POR,2,20.5,9.0,3.5,6.5,53.8,1.5,2.0,75.0,0.5,2.0,25.0,1.0,4.5,5.5,2.0,1.0,0.0,0.5,12.5,2023-24
176,Jaime Jaquez Jr.,MIA,3,16.3,9.0,3.3,7.0,47.6,0.0,0.7,0.0,2.3,4.7,50.0,0.7,3.7,4.3,3.3,1.7,0.0,0.7,11.7,2023-24
176,Jordan Walsh,BOS,5,20.8,9.0,3.0,6.6,45.5,1.4,3.8,36.8,1.6,1.8,88.9,1.6,2.4,4.0,1.6,0.8,0.6,0.4,11.8,2023-24
176,Luke Kornet,BOS,4,18.5,9.0,4.3,5.8,73.9,0.0,0.0,0.0,0.5,0.5,100.0,2.8,3.8,6.5,1.8,0.5,0.3,0.3,16.3,2023-24
176,Noah Clowney,BKN,4,20.5,9.0,3.8,7.5,50.0,0.3,3.3,7.7,1.3,2.0,62.5,1.0,3.5,4.5,2.8,1.0,0.5,2.3,11.0,2023-24
176,Onyeka Okongwu,ATL,1,16.0,9.0,4.0,7.0,57.1,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,12.0,2023-24
176,Ricky Council IV,PHI,6,19.0,9.0,2.5,7.0,35.7,1.2,3.8,30.4,2.8,3.3,85.0,1.3,2.3,3.7,1.3,0.5,0.0,1.0,8.5,2023-24
176,Rob Dillingham,MIN,5,19.6,9.0,3.6,10.8,33.3,1.4,4.0,35.0,0.4,0.4,100.0,0.0,2.2,2.2,5.0,0.6,0.0,1.0,8.6,2023-24
198,Aaron Gordon,DEN,4,22.5,8.8,3.5,8.5,41.2,0.8,3.0,25.0,1.0,2.3,44.4,0.8,3.5,4.3,4.0,1.0,0.3,1.8,10.3,2023-24
198,Donovan Clingan,POR,4,20.5,8.8,4.3,8.3,51.5,0.3,1.3,20.0,0.0,0.3,0.0,4.5,7.0,11.5,1.5,0.3,2.0,1.5,18.3,2023-24
198,Jaden McDaniels,MIN,4,18.8,8.8,3.0,5.3,57.1,1.3,2.0,62.5,1.5,1.8,85.7,1.3,2.5,3.8,2.0,0.0,0.5,0.8,11.8,2023-24
198,Quincy Olivari,LAL,4,13.3,8.8,3.0,5.8,52.2,2.0,3.5,57.1,0.8,0.8,100.0,1.0,2.5,3.5,1.0,0.3,0.0,2.0,8.8,2023-24
202,Caris LeVert,CLE,3,21.3,8.7,3.0,9.0,33.3,1.0,5.3,18.8,1.7,2.7,62.5,0.3,2.7,3.0,5.0,0.7,0.0,2.0,8.3,2023-24
202,Lindy Waters III,GSW,6,14.5,8.7,2.7,5.5,48.5,1.8,4.2,44.0,1.5,1.7,90.0,0.3,3.5,3.8,0.7,0.3,0.3,0.5,10.3,2023-24
202,Malik Monk,SAC,3,19.7,8.7,3.0,9.7,31.0,0.7,4.7,14.3,2.0,2.0,100.0,0.3,2.0,2.3,1.0,1.0,0.7,2.0,5.0,2023-24
202,T.J. McConnell,IND,3,14.0,8.7,3.7,6.7,55.0,0.3,0.7,50.0,1.0,1.3,75.0,1.0,1.0,2.0,4.0,1.3,0.3,1.7,11.3,2023-24
206,Kyshawn George,WAS,5,20.8,8.6,3.2,6.0,53.3,1.8,4.0,45.0,0.4,0.4,100.0,0.4,2.8,3.2,2.8,1.2,0.8,1.2,12.6,2023-24
207,Brandon Williams,DAL,2,16.5,8.5,2.5,7.0,35.7,1.5,3.5,42.9,2.0,2.5,80.0,0.0,1.0,1.0,1.5,0.0,0.0,2.0,4.0,2023-24
207,Dereck Lively II,DAL,4,18.5,8.5,3.3,4.3,76.5,0.0,0.3,0.0,2.0,3.0,66.7,2.0,3.5,5.5,2.0,0.8,1.8,1.3,15.3,2023-24
207,James Wiseman,IND,4,12.8,8.5,4.3,6.0,70.8,0.0,0.3,0.0,0.0,1.8,0.0,2.0,3.8,5.8,0.5,0.0,0.0,0.5,10.8,2023-24
207,KJ Martin,PHI,6,21.5,8.5,3.8,6.0,63.9,0.2,0.3,50.0,0.7,1.0,66.7,1.3,2.0,3.3,1.3,1.0,0.3,0.8,11.2,2023-24
207,Quentin Grimes,DAL,4,20.0,8.5,3.0,7.8,38.7,1.0,4.0,25.0,1.5,1.8,85.7,0.5,4.8,5.3,2.8,0.5,0.3,1.8,10.5,2023-24
212,Christian Braun,DEN,5,24.4,8.4,2.6,7.0,37.1,0.4,3.0,13.3,2.8,4.0,70.0,1.2,3.4,4.6,2.0,0.4,0.6,1.4,9.0,2023-24
212,Kel'el Ware,MIA,5,14.6,8.4,3.4,7.4,45.9,0.4,2.2,18.2,1.2,2.4,50.0,1.0,3.6,4.6,0.6,1.2,1.2,0.4,10.4,2023-24
212,Royce O'Neale,PHX,5,16.8,8.4,3.2,6.4,50.0,1.4,4.2,33.3,0.6,0.8,75.0,0.6,3.6,4.2,2.2,0.6,1.0,1.2,11.8,2023-24
212,Simone Fontecchio,DET,5,18.4,8.4,3.0,7.8,38.5,1.8,5.0,36.0,0.6,0.6,100.0,1.0,2.2,3.2,0.8,0.2,0.0,0.8,7.0,2023-24
216,Keon Johnson,BKN,3,16.0,8.3,3.3,8.3,40.0,1.0,4.3,23.1,0.7,1.0,66.7,1.3,3.0,4.3,2.3,1.0,0.3,1.0,10.0,2023-24
216,Obi Toppin,IND,3,16.7,8.3,3.3,5.7,58.8,0.0,2.0,0.0,1.7,2.7,62.5,0.7,2.0,2.7,1.3,2.0,0.3,1.3,10.0,2023-24
218,Aaron Wiggins,OKC,4,20.0,8.3,3.5,7.3,48.3,0.8,2.8,27.3,0.5,1.3,40.0,0.3,3.5,3.8,2.5,1.5,0.3,1.0,10.8,2023-24
218,Dean Wade,CLE,4,21.8,8.3,2.8,6.8,40.7,1.8,5.5,31.8,1.0,1.0,100.0,1.0,3.3,4.3,1.8,0.8,1.0,0.0,12.0,2023-24
218,Jabari Smith Jr.,HOU,4,23.8,8.3,3.8,8.3,45.5,0.5,2.5,20.0,0.3,0.5,50.0,2.3,4.3,6.5,2.0,0.0,0.5,2.0,10.5,2023-24
221,Ivica Zubac,LAC,5,18.4,8.2,3.2,5.4,59.3,0.0,0.0,0.0,1.8,2.0,90.0,1.2,4.6,5.8,1.2,1.0,0.6,0.8,13.6,2023-24
221,Jamal Shead,TOR,5,15.2,8.2,2.6,6.6,39.4,0.4,2.6,15.4,2.6,2.8,92.9,0.0,0.0,0.0,3.2,1.0,0.0,0.8,7.4,2023-24
221,Monté Morris,PHX,5,17.0,8.2,3.0,6.2,48.4,1.2,3.0,40.0,1.0,1.0,100.0,0.0,2.6,2.6,4.0,1.2,0.2,0.2,12.8,2023-24
224,Clint Capela,ATL,3,16.0,8.0,3.0,5.3,56.3,0.0,0.0,0.0,2.0,2.3,85.7,2.0,5.0,7.0,1.3,0.0,0.3,0.0,14.0,2023-24
224,Daniel Gafford,DAL,4,15.5,8.0,3.5,5.3,66.7,0.0,0.0,0.0,1.0,1.3,80.0,1.5,3.5,5.0,1.5,0.5,2.0,1.0,14.0,2023-24
224,Dario Šarić,DEN,5,15.4,8.0,3.0,5.6,53.6,0.2,1.6,12.5,1.8,2.2,81.8,1.2,3.4,4.6,2.0,0.4,0.0,1.0,11.0,2023-24
224,Haywood Highsmith,MIA,4,16.8,8.0,3.0,5.5,54.5,1.3,2.5,50.0,0.8,1.3,60.0,1.0,2.5,3.5,0.5,0.8,0.3,0.8,9.3,2023-24
224,Jesse Edwards,MIN,2,15.0,8.0,2.5,4.0,62.5,0.0,0.0,0.0,3.0,4.5,66.7,2.5,1.0,3.5,0.0,1.5,0.0,2.0,8.0,2023-24
224,Kai Jones,LAC,5,24.2,8.0,3.6,5.4,66.7,0.0,0.0,0.0,0.8,1.6,50.0,1.8,3.2,5.0,1.4,1.4,2.4,1.6,14.0,2023-24
224,Nassir Little,MIA,2,23.5,8.0,2.0,7.0,28.6,2.0,4.0,50.0,2.0,3.0,66.7,1.0,2.0,3.0,1.5,1.0,0.0,2.0,5.5,2023-24
224,P.J. Washington,DAL,2,20.5,8.0,2.5,6.5,38.5,0.5,2.0,25.0,2.5,3.0,83.3,1.0,4.0,5.0,0.5,2.5,0.5,2.5,9.5,2023-24
224,Rudy Gobert,MIN,3,21.7,8.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,7.7,9.7,1.0,0.3,0.0,1.7,14.3,2023-24
233,Adam Flagler,OKC,5,17.4,7.8,2.8,7.2,38.9,1.8,4.8,37.5,0.4,0.4,100.0,0.2,1.4,1.6,1.2,0.6,0.0,0.0,6.8,2023-24
233,Carlton Carrington,WAS,5,22.2,7.8,2.8,8.0,35.0,1.2,4.2,28.6,1.0,1.4,71.4,0.6,3.8,4.4,1.4,0.2,0.0,2.4,5.8,2023-24
233,Keon Ellis,SAC,5,22.8,7.8,3.0,6.6,45.5,1.0,3.4,29.4,0.8,0.8,100.0,1.4,0.8,2.2,2.4,1.2,0.2,1.0,9.2,2023-24
236,Andrew Nembhard,IND,4,18.0,7.8,2.8,6.3,44.0,0.8,2.3,33.3,1.5,1.8,85.7,0.5,1.5,2.0,2.8,0.5,0.0,0.5,8.8,2023-24
236,Cole Swider,DET,4,16.5,7.8,2.5,7.3,34.5,1.8,5.5,31.8,1.0,1.0,100.0,0.3,3.5,3.8,1.3,0.3,0.0,0.3,8.0,2023-24
236,Derrick Jones Jr.,LAC,4,17.0,7.8,2.8,5.8,47.8,0.3,2.0,12.5,2.0,2.5,80.0,0.0,1.3,1.3,0.3,0.5,1.0,1.0,6.3,2023-24
236,Quenton Jackson,IND,4,10.0,7.8,2.8,3.8,73.3,0.3,0.3,100.0,2.0,2.3,88.9,1.0,1.3,2.3,1.8,0.8,0.3,1.3,10.3,2023-24
236,Ty Jerome,CLE,4,16.8,7.8,2.5,7.3,34.5,1.0,4.0,25.0,1.8,2.0,87.5,0.5,2.5,3.0,3.0,0.3,0.0,1.5,7.5,2023-24
241,Dorian Finney-Smith,BKN,3,23.7,7.7,2.0,5.7,35.3,1.0,4.0,25.0,2.7,3.3,80.0,1.0,2.7,3.7,1.7,1.3,0.3,1.0,9.3,2023-24
241,Malcolm Hill,NOP,3,8.0,7.7,2.0,4.7,42.9,1.0,3.3,30.0,2.7,2.7,100.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,5.7,2023-24
241,Riley Minix,SAS,3,7.7,7.7,2.7,4.0,66.7,1.3,2.3,57.1,1.0,1.0,100.0,0.3,1.7,2.0,0.0,0.0,0.0,0.0,8.3,2023-24
244,Harrison Barnes,SAS,5,23.4,7.6,2.2,6.0,36.7,1.2,3.6,33.3,2.0,2.2,90.9,1.2,2.2,3.4,1.4,0.2,0.2,1.8,7.0,2023-24
244,Josh Christopher,MIA,5,13.6,7.6,2.6,6.6,39.4,1.0,2.8,35.7,1.4,1.4,100.0,1.0,1.2,2.2,3.0,2.0,0.0,2.0,8.8,2023-24
244,Max Christie,LAL,5,23.0,7.6,2.6,6.6,39.4,1.2,4.0,30.0,1.2,1.2,100.0,0.4,3.2,3.6,0.8,0.6,0.4,1.4,7.6,2023-24
244,Ronald Holland II,DET,5,22.8,7.6,2.6,7.0,37.1,0.2,1.8,11.1,2.2,2.8,78.6,0.8,2.8,3.6,2.8,0.8,0.6,1.6,8.8,2023-24
248,Gary Trent Jr.,MIL,4,19.3,7.5,3.3,7.8,41.9,1.0,2.5,40.0,0.0,0.0,0.0,0.3,1.5,1.8,1.3,1.0,0.0,1.0,6.0,2023-24
248,Georges Niang,CLE,4,16.3,7.5,2.8,6.5,42.3,1.0,3.8,26.7,1.0,1.0,100.0,0.0,2.8,2.8,0.8,0.3,0.0,0.3,7.3,2023-24
248,Jack McVeigh,HOU,2,8.0,7.5,3.0,5.0,60.0,1.5,2.5,60.0,0.0,0.0,0.0,1.5,1.5,3.0,0.0,0.0,0.0,0.5,8.0,2023-24
248,Naji Marshall,DAL,4,20.8,7.5,2.8,7.8,35.5,0.8,1.8,42.9,1.3,1.5,83.3,0.8,4.0,4.8,1.8,0.8,0.0,1.3,8.3,2023-24
252,Jahmi'us Ramsey,TOR,5,12.8,7.4,2.2,5.6,39.3,1.0,2.4,41.7,2.0,2.4,83.3,0.0,1.0,1.0,0.4,0.2,0.0,1.6,3.6,2023-24
253,Franz Wagner,ORL,3,20.7,7.3,2.7,9.0,29.6,0.0,2.3,0.0,2.0,2.7,75.0,0.7,1.7,2.3,1.3,1.0,0.0,1.7,3.3,2023-24
253,Fred VanVleet,HOU,3,22.7,7.3,2.0,7.7,26.1,1.3,5.7,23.5,2.0,3.3,60.0,0.3,1.3,1.7,7.3,1.0,0.3,0.7,10.0,2023-24
253,Jordan McLaughlin,SAC,3,22.3,7.3,3.0,7.0,42.9,1.0,3.7,27.3,0.3,0.7,50.0,1.3,1.7,3.0,4.0,2.7,0.0,2.3,10.3,2023-24
256,Duncan Robinson,MIA,4,17.3,7.3,3.0,6.3,48.0,1.3,4.0,31.3,0.0,0.0,0.0,0.0,2.0,2.0,2.5,0.5,0.0,1.8,7.3,2023-24
256,Garrison Mathews,ATL,4,16.3,7.3,2.5,8.0,31.3,2.3,6.8,33.3,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,3.8,2023-24
256,Lonnie Walker IV,BOS,4,16.5,7.3,3.0,7.0,42.9,1.3,4.0,31.3,0.0,0.0,0.0,0.3,1.3,1.5,2.5,0.5,0.3,0.5,7.5,2023-24
256,Patrick Williams,CHI,4,19.5,7.3,3.0,7.8,38.7,1.0,3.8,26.7,0.3,0.5,50.0,0.5,3.8,4.3,1.5,0.5,0.3,2.0,6.8,2023-24
256,Terry Rozier,MIA,4,19.8,7.3,3.3,9.5,34.2,0.5,3.8,13.3,0.3,0.5,50.0,1.3,2.5,3.8,3.3,0.5,1.0,1.3,8.0,2023-24
261,Brandon Clarke,MEM,4,16.5,7.0,3.0,6.3,48.0,0.8,2.3,33.3,0.3,1.3,20.0,0.5,1.3,1.8,2.0,1.0,0.5,0.5,7.5,2023-24
261,Caleb Martin,PHI,5,19.6,7.0,2.0,5.6,35.7,0.8,2.0,40.0,2.2,2.2,100.0,1.0,1.6,2.6,1.2,0.0,0.6,1.4,6.4,2023-24
261,Charles Bassey,SAS,2,12.0,7.0,3.5,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,4.5,0.5,0.0,0.5,1.0,10.0,2023-24
261,Chris Paul,SAS,3,25.0,7.0,2.7,6.0,44.4,1.7,3.3,50.0,0.0,0.0,0.0,0.3,2.0,2.3,5.3,1.0,0.0,2.7,9.7,2023-24
261,Cole Anthony,ORL,3,12.7,7.0,2.0,6.3,31.6,0.7,3.7,18.2,2.3,2.3,100.0,0.0,1.7,1.7,1.7,1.3,0.0,2.0,5.3,2023-24
261,Daishen Nix,MIN,4,12.5,7.0,2.3,5.0,45.0,0.8,2.0,37.5,1.8,3.5,50.0,0.5,1.0,1.5,1.3,0.8,0.0,1.0,5.0,2023-24
261,Drew Eubanks,UTA,4,16.0,7.0,2.3,3.0,75.0,0.0,0.0,0.0,2.5,3.0,83.3,1.0,3.5,4.5,0.3,0.5,1.0,0.5,11.5,2023-24
261,Goga Bitadze,ORL,3,14.3,7.0,3.3,5.7,58.8,0.3,0.7,50.0,0.0,0.7,0.0,3.3,5.7,9.0,0.3,0.0,2.0,0.3,15.0,2023-24
261,Grayson Allen,PHX,1,21.0,7.0,2.0,7.0,28.6,1.0,4.0,25.0,2.0,2.0,100.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,2023-24
261,Isaiah Hartenstein,OKC,3,18.0,7.0,2.7,5.0,53.3,0.0,0.3,0.0,1.7,3.7,45.5,2.0,4.7,6.7,4.3,1.0,1.0,2.3,13.3,2023-24
261,JD Davison,BOS,5,13.2,7.0,2.0,4.4,45.5,1.2,2.8,42.9,1.8,2.2,81.8,0.2,1.2,1.4,2.4,0.8,0.6,1.2,8.2,2023-24
261,Jaylon Tyson,CLE,4,16.0,7.0,2.3,4.3,52.9,0.3,1.0,25.0,2.3,2.5,90.0,0.8,3.5,4.3,1.3,0.5,0.5,2.3,9.0,2023-24
261,Kenneth Lofton Jr.,CHI,1,15.0,7.0,1.0,3.0,33.3,1.0,3.0,33.3,4.0,4.0,100.0,1.0,7.0,8.0,2.0,1.0,0.0,2.0,14.0,2023-24
261,Klay Thompson,DAL,3,19.0,7.0,2.3,9.7,24.1,2.0,6.0,33.3,0.3,0.7,50.0,0.3,2.7,3.0,2.0,0.0,0.3,1.7,3.0,2023-24
261,Larry Nance Jr.,ATL,3,19.7,7.0,2.7,5.0,53.3,0.7,2.0,33.3,1.0,2.3,42.9,2.7,3.0,5.7,2.0,1.3,0.0,1.0,11.3,2023-24
261,Moussa Diabate,CHA,5,18.2,7.0,2.8,4.0,70.0,0.0,0.0,0.0,1.4,2.8,50.0,2.0,3.0,5.0,1.4,1.4,0.8,1.0,12.0,2023-24
261,Nick Richards,CHA,5,17.8,7.0,2.6,4.2,61.9,0.0,0.0,0.0,1.8,2.0,90.0,2.4,4.6,7.0,0.2,0.2,1.2,1.8,12.0,2023-24
261,Nikola Jović,MIA,5,18.2,7.0,2.4,5.6,42.9,1.0,3.4,29.4,1.2,1.2,100.0,0.0,2.0,2.0,2.4,1.0,0.2,0.8,8.6,2023-24
261,Pelle Larsson,MIA,5,15.6,7.0,2.2,6.2,35.5,1.0,2.6,38.5,1.6,1.6,100.0,0.6,1.2,1.8,2.0,0.8,0.0,1.0,6.6,2023-24
261,Tari Eason,HOU,2,14.5,7.0,3.0,6.0,50.0,0.5,2.5,20.0,0.5,1.0,50.0,0.5,4.5,5.0,1.5,0.5,0.0,2.0,8.5,2023-24
261,Tre Jones,SAS,4,20.5,7.0,2.8,4.3,64.7,0.3,1.0,25.0,1.3,1.8,71.4,0.5,2.5,3.0,5.3,1.5,0.0,0.5,14.3,2023-24
261,Walker Kessler,UTA,6,22.3,7.0,3.2,4.2,76.0,0.0,0.0,0.0,0.7,2.0,33.3,2.5,6.5,9.0,1.5,0.3,1.8,1.7,15.7,2023-24
261,Wendell Carter Jr.,ORL,2,20.5,7.0,3.5,5.5,63.6,0.0,2.0,0.0,0.0,0.0,0.0,1.5,5.0,6.5,1.0,0.5,0.5,0.5,13.0,2023-24
284,Cody Williams,UTA,6,23.8,6.8,2.2,5.3,40.6,0.7,2.5,26.7,1.8,2.3,78.6,0.7,1.8,2.5,1.7,0.5,0.3,1.2,7.0,2023-24
285,Isaiah Stewart,DET,5,15.0,6.8,2.6,4.2,61.9,0.6,1.4,42.9,1.0,1.2,83.3,0.4,2.2,2.6,1.0,0.2,0.6,1.0,8.4,2023-24
285,Jared Butler,WAS,5,14.4,6.8,3.0,5.6,53.6,0.4,0.8,50.0,0.4,0.6,66.7,0.0,0.6,0.6,4.2,0.6,0.2,1.6,8.0,2023-24
285,Malik Beasley,DET,5,19.8,6.8,2.6,7.4,35.1,1.6,5.0,32.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4,1.2,0.0,0.8,5.8,2023-24
285,Terance Mann,LAC,5,15.2,6.8,2.8,4.0,70.0,0.6,1.4,42.9,0.6,1.8,33.3,0.4,2.6,3.0,0.4,1.0,0.0,1.0,7.8,2023-24
285,Zeke Nnaji,DEN,5,16.8,6.8,2.4,4.4,54.5,1.2,2.2,54.5,0.8,1.2,66.7,0.4,2.4,2.8,0.6,0.8,0.8,0.6,8.8,2023-24
290,Cason Wallace,OKC,4,22.5,6.8,3.0,7.0,42.9,0.8,3.3,23.1,0.0,0.0,0.0,1.0,3.8,4.8,2.0,1.8,0.3,1.0,10.5,2023-24
290,Marvin Bagley III,WAS,4,16.3,6.8,2.3,4.8,47.4,0.5,0.5,100.0,1.8,2.3,77.8,1.5,3.5,5.0,1.8,0.0,0.5,1.8,9.3,2023-24
290,Nickeil Alexander-Walker,MIN,4,17.5,6.8,2.3,7.0,32.1,1.0,4.0,25.0,1.3,1.3,100.0,1.3,1.3,2.5,1.8,1.0,0.5,2.0,5.8,2023-24
290,Xavier Tillman,BOS,4,17.3,6.8,2.3,4.8,47.4,1.5,2.8,54.5,0.8,1.0,75.0,1.8,3.5,5.3,1.3,1.0,0.8,0.3,12.0,2023-24
294,Alec Burks,MIA,3,16.3,6.7,2.7,4.0,66.7,1.3,2.3,57.1,0.0,0.0,0.0,0.0,2.0,2.0,1.7,0.7,0.7,0.3,10.0,2023-24
294,Jaylen Martin,BKN,3,10.7,6.7,3.0,5.0,60.0,0.3,0.7,50.0,0.3,1.0,33.3,1.7,1.0,2.7,1.0,0.0,0.0,0.7,7.0,2023-24
294,Jose Alvarado,NOP,3,17.7,6.7,3.0,7.3,40.9,0.7,4.3,15.4,0.0,0.0,0.0,0.7,2.0,2.7,3.0,1.7,0.7,3.0,7.3,2023-24
294,Jrue Holiday,BOS,3,16.0,6.7,3.0,5.7,52.9,0.7,2.7,25.0,0.0,0.0,0.0,0.7,1.3,2.0,0.7,1.0,0.3,0.7,7.3,2023-24
294,Taylor Hendricks,UTA,6,25.7,6.7,2.5,6.3,39.5,1.0,3.8,26.1,0.7,0.8,80.0,1.0,3.2,4.2,1.0,0.7,0.8,1.3,8.0,2023-24
294,Trayce Jackson-Davis,GSW,6,21.2,6.7,3.0,4.3,69.2,0.0,0.0,0.0,0.7,1.2,57.1,1.7,4.5,6.2,2.7,0.3,1.7,1.2,14.5,2023-24
300,Aaron Estrada,DET,2,8.0,6.5,2.0,4.0,50.0,0.5,1.5,33.3,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.5,2023-24
300,Jermaine Samuels Jr.,HOU,2,9.0,6.5,1.0,2.5,40.0,1.0,2.0,50.0,3.5,4.0,87.5,1.0,0.5,1.5,0.5,0.0,0.0,1.0,5.5,2023-24
300,Jonas Valančiūnas,WAS,4,18.0,6.5,2.0,4.5,44.4,0.0,0.5,0.0,2.5,3.5,71.4,1.5,4.0,5.5,1.5,0.0,0.5,2.8,7.8,2023-24
300,Nate Darling,LAC,2,13.5,6.5,2.5,5.5,45.5,1.5,4.0,37.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,5.0,2023-24
300,Reed Sheppard,HOU,4,21.3,6.5,3.0,6.8,44.4,0.5,2.8,18.2,0.0,0.3,0.0,1.3,1.8,3.0,2.5,1.0,1.0,1.3,8.8,2023-24
305,Gabe Vincent,LAL,5,14.0,6.4,2.4,5.6,42.9,1.2,3.2,37.5,0.4,0.4,100.0,0.0,0.6,0.6,1.0,0.2,0.0,1.0,4.0,2023-24
305,Jamison Battle,TOR,5,9.8,6.4,2.4,4.4,54.5,1.6,2.8,57.1,0.0,0.0,0.0,0.8,0.2,1.0,1.0,0.2,0.0,0.0,6.6,2023-24
305,Kobe Brown,LAC,5,20.4,6.4,2.6,5.0,52.0,0.6,2.2,27.3,0.6,0.6,100.0,1.6,4.4,6.0,2.2,1.2,0.2,1.2,12.4,2023-24
308,Brook Lopez,MIL,3,18.0,6.3,2.3,4.0,58.3,1.3,3.0,44.4,0.3,0.3,100.0,0.3,2.7,3.0,1.0,0.7,2.0,0.7,10.7,2023-24
308,Dalen Terry,CHI,3,21.3,6.3,2.3,6.0,38.9,0.3,2.3,14.3,1.3,2.7,50.0,1.0,3.3,4.3,4.3,1.3,1.0,2.0,10.3,2023-24
