#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
147,Harry Giles III,LAL,2,15.5,10.0,5.0,6.5,76.9,0.0,0.5,0.0,0.0,0.5,0.0,3.0,4.0,7.0,0.0,0.5,0.0,0.5, 15.0
149,Ayo Dosunmu,CHI,5,23.0,9.8,4.0,7.8,51.3,1.2,3.0,40.0,0.6,0.8,75.0,1.8,1.0,2.8,3.0,0.4,0.2,1.2, 11.0
150,Jabari Walker,POR,4,16.0,9.8,3.5,7.3,48.3,0.5,2.0,25.0,2.3,2.3,100,2.3,4.8,7.0,0.8,1.3,0.0,0.8, 14.3
150,Jordan Clarkson,UTA,4,19.0,9.8,3.8,7.5,50.0,1.3,3.5,35.7,1.0,1.0,100,0.0,2.8,2.8,3.0,0.8,0.3,2.8, 10.0
150,Nick Richards,CHA,4,21.3,9.8,2.5,4.0,62.5,0.0,0.0,0.0,4.8,7.3,65.5,1.8,6.5,8.3,0.5,0.0,0.8,1.5, 13.8
150,Obi Toppin,IND,4,19.8,9.8,3.8,7.3,51.7,1.0,3.0,33.3,1.3,1.8,71.4,1.3,4.5,5.8,0.8,0.5,0.3,0.8, 12.3
150,Paul Reed,PHI,4,21.0,9.8,4.5,9.0,50.0,0.0,1.0,0.0,0.8,1.0,75.0,2.0,4.3,6.3,2.0,1.0,0.8,1.3, 13.8
155,Neemias Queta,BOS,3,11.3,9.7,4.3,5.0,86.7,0.0,0.0,0.0,1.0,2.3,42.9,3.3,1.3,4.7,0.7,0.3,0.3,1.0, 12.7
155,Wendell Carter Jr.,ORL,3,19.7,9.7,3.0,8.3,36.0,1.7,4.0,41.7,2.0,3.0,66.7,1.0,4.7,5.7,2.7,0.3,0.7,3.0, 9.7
157,Kenneth Lofton Jr.,UTA,5,19.2,9.6,3.6,8.0,45.0,0.8,2.4,33.3,1.6,2.4,66.7,1.6,1.6,3.2,1.8,0.6,0.4,1.6, 8.8
157,Thomas Bryant,MIA,5,17.4,9.6,3.2,5.4,59.3,0.0,0.6,0.0,3.2,3.2,100,1.4,3.6,5.0,0.8,0.2,0.2,1.4, 12.2
159,Ben Sheppard,IND,4,19.8,9.5,3.5,9.0,38.9,2.3,6.5,34.6,0.3,0.8,33.3,0.8,2.3,3.0,2.3,0.5,0.3,0.8, 8.8
159,Isaiah Hartenstein,NYK,4,19.3,9.5,4.0,7.3,55.2,0.5,1.8,28.6,1.0,1.5,66.7,2.3,2.8,5.0,2.0,0.8,0.3,2.3, 11.5
159,Jrue Holiday,BOS,4,22.8,9.5,4.0,8.3,48.5,1.3,3.3,38.5,0.3,0.3,100,1.3,3.5,4.8,3.5,1.8,0.0,1.5, 13.8
159,Kentavious Caldwell-Pope,DEN,4,20.5,9.5,3.8,6.0,62.5,1.8,3.0,58.3,0.3,0.3,100,0.0,1.5,1.5,2.0,1.3,0.0,0.8, 11.3
159,Kyrie Irving,DAL,2,20.5,9.5,3.5,10.5,33.3,2.0,6.0,33.3,0.5,0.5,100,0.0,4.5,4.5,6.5,1.0,1.0,1.0, 14.5
159,Tari Eason,HOU,2,20.5,9.5,4.0,5.5,72.7,0.5,1.0,50.0,1.0,2.0,50.0,2.0,4.0,6.0,1.5,2.5,0.5,2.0, 15.5
165,Hunter Tyson,DEN,5,24.8,9.4,3.4,8.8,38.6,1.6,5.6,28.6,1.0,1.0,100,1.2,3.4,4.6,1.8,1.0,0.4,0.4, 11.4
165,Malik Monk,SAC,5,20.0,9.4,3.2,8.2,39.0,1.2,4.6,26.1,1.8,2.0,90.0,0.2,1.4,1.6,4.2,0.8,0.4,2.4, 8.8
167,Cole Anthony,ORL,3,16.0,9.3,3.3,6.0,55.6,0.7,2.0,33.3,2.0,2.3,85.7,0.7,2.7,3.3,4.0,1.0,0.0,1.3, 13.3
167,Day'Ron Sharpe,BKN,3,13.7,9.3,2.7,4.3,61.5,0.3,0.7,50.0,3.7,4.7,78.6,2.3,4.7,7.0,0.3,0.7,1.7,0.0, 16.3
167,Taurean Prince,LAL,6,17.7,9.3,3.2,5.7,55.9,1.8,4.0,45.8,1.2,1.5,77.8,0.0,2.2,2.2,0.7,1.3,0.0,0.2, 10.5
170,Corey Kispert,WAS,4,19.3,9.3,3.5,8.3,42.4,1.8,5.8,30.4,0.5,1.0,50.0,0.3,1.8,2.0,2.0,0.8,0.0,0.8, 8.0
170,Danilo Gallinari,MIL,4,15.0,9.3,3.0,6.0,50.0,1.3,3.3,38.5,2.0,2.3,88.9,0.0,3.0,3.0,1.5,0.5,0.5,0.8, 10.8
170,Dejounte Murray,ATL,4,20.0,9.3,3.5,9.0,38.9,1.5,4.3,35.3,0.8,1.0,75.0,0.3,3.5,3.8,2.8,2.0,0.0,2.0, 10.0
170,Haywood Highsmith,MIA,4,24.3,9.3,3.5,6.3,56.0,2.3,3.8,60.0,0.0,0.0,0.0,0.5,1.3,1.8,1.5,1.5,0.5,0.3, 11.5
170,Jae Crowder,MIL,4,22.5,9.3,3.8,7.8,48.4,1.5,5.0,30.0,0.3,0.5,50.0,1.3,4.0,5.3,2.0,0.5,0.0,0.8, 12.0
170,Jett Howard,ORL,4,17.3,9.3,3.3,8.5,38.2,2.3,6.0,37.5,0.5,0.5,100,0.3,1.3,1.5,0.8,0.3,0.3,0.8, 6.0
170,Mark Williams,CHA,4,22.8,9.3,3.8,5.8,65.2,0.0,0.0,0.0,1.8,3.3,53.8,2.3,5.5,7.8,1.5,1.0,1.0,1.0, 16.0
170,Quentin Grimes,DET,4,21.8,9.3,3.0,7.0,42.9,2.5,6.0,41.7,0.8,1.3,60.0,0.0,2.0,2.0,2.3,1.0,0.0,1.0, 9.0
170,Stanley Umude,DET,4,17.0,9.3,2.5,5.5,45.5,1.8,4.0,43.8,2.5,2.5,100,0.0,3.0,3.0,1.8,0.3,0.5,0.8, 11.0
170,Trevelin Queen,ORL,4,13.5,9.3,3.5,6.5,53.8,0.8,3.0,25.0,1.5,1.5,100,0.5,0.8,1.3,1.8,1.3,0.3,1.0, 9.8
170,Ty Jerome,CLE,4,17.5,9.3,3.3,6.0,54.2,0.3,1.3,20.0,2.5,2.5,100,0.5,2.5,3.0,5.0,0.3,0.3,1.0, 14.0
181,Jalen Johnson,ATL,5,19.4,9.2,3.8,7.4,51.4,0.8,1.4,57.1,0.8,1.2,66.7,0.8,3.2,4.0,3.4,1.2,0.4,1.0, 13.2
181,Zeke Nnaji,DEN,5,19.0,9.2,2.2,5.0,44.0,0.2,1.0,20.0,4.6,5.6,82.1,1.4,3.4,4.8,1.6,0.8,1.2,0.6, 13.2
183,Alondes Williams,MIA,1,18.0,9.0,4.0,8.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,1.0, 12.0
183,Andrew Funk,CHI,1,18.0,9.0,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0, 11.0
183,Caleb Houstan,ORL,2,18.0,9.0,3.0,5.5,54.5,2.5,5.0,50.0,0.5,1.0,50.0,1.0,2.5,3.5,1.0,1.5,0.0,0.0, 12.0
183,Colby Jones,SAC,5,15.4,9.0,3.6,7.6,47.4,1.8,4.4,40.9,0.0,0.4,0.0,0.4,1.2,1.6,1.8,1.2,0.0,0.6, 8.6
183,Davis Bertans,CHA,4,10.5,9.0,2.8,5.3,52.4,2.8,5.3,52.4,0.8,0.8,100,0.0,1.0,1.0,0.5,0.8,0.0,0.0, 8.8
183,Jaden McDaniels,MIN,1,19.0,9.0,2.0,8.0,25.0,1.0,3.0,33.3,4.0,4.0,100,1.0,4.0,5.0,1.0,0.0,1.0,1.0, 9.0
183,Jeremy Sochan,SAS,4,24.5,9.0,3.3,8.0,40.6,0.8,1.3,60.0,1.8,2.8,63.6,1.8,4.5,6.3,3.3,1.8,0.0,1.3, 13.3
183,Keldon Johnson,SAS,3,22.3,9.0,3.0,8.0,37.5,1.0,3.0,33.3,2.0,3.0,66.7,1.7,3.3,5.0,2.7,1.0,0.3,2.0, 10.0
183,Markelle Fultz,ORL,3,19.7,9.0,4.0,7.0,57.1,0.3,1.0,33.3,0.7,0.7,100,1.0,2.7,3.7,4.3,0.7,0.0,1.3, 13.3
183,Myles Turner,IND,3,18.3,9.0,2.7,6.0,44.4,1.0,3.0,33.3,2.7,3.3,80.0,0.7,4.7,5.3,0.7,0.7,2.3,0.7, 13.3
183,Nic Claxton,BKN,3,21.3,9.0,4.0,5.3,75.0,0.0,0.0,0.0,1.0,2.7,37.5,0.3,4.0,4.3,1.3,0.7,2.0,1.7, 12.7
183,Precious Achiuwa,NYK,1,17.0,9.0,3.0,8.0,37.5,0.0,3.0,0.0,3.0,4.0,75.0,0.0,6.0,6.0,3.0,2.0,2.0,1.0, 15.0
183,Tyus Jones,WAS,4,22.8,9.0,3.5,8.3,42.4,0.8,2.5,30.0,1.3,1.5,83.3,0.5,3.5,4.0,4.3,1.5,0.5,1.3, 13.0
183,Vince Williams Jr.,MEM,2,19.0,9.0,2.5,6.5,38.5,1.0,5.0,20.0,3.0,3.5,85.7,1.0,5.0,6.0,1.5,0.5,1.5,1.5, 12.5
183,Xavier Moon,LAC,4,20.0,9.0,4.0,10.5,38.1,1.0,3.5,28.6,0.0,0.0,0.0,1.3,2.3,3.5,3.3,0.3,0.5,1.3, 8.8
198,Klay Thompson,GSW,5,20.4,8.8,2.8,10.0,28.0,1.6,5.2,30.8,1.6,2.0,80.0,0.2,3.8,4.0,1.2,0.0,0.2,1.4, 5.2
198,Ousmane Dieng,OKC,5,22.8,8.8,3.0,7.4,40.5,1.4,4.0,35.0,1.4,1.6,87.5,0.6,4.0,4.6,3.0,0.2,0.2,1.8, 10.4
200,Dean Wade,CLE,4,19.5,8.8,3.0,5.0,60.0,2.3,4.0,56.3,0.5,0.5,100,0.5,4.3,4.8,1.0,0.5,0.0,1.0, 12.0
200,Dyson Daniels,NOP,4,23.3,8.8,3.5,7.3,48.3,1.3,3.0,41.7,0.5,1.8,28.6,1.5,3.0,4.5,2.3,1.5,0.5,1.5, 11.0
200,Isaac Okoro,CLE,4,22.0,8.8,3.3,6.3,52.0,1.0,2.5,40.0,1.3,1.3,100,0.5,3.0,3.5,3.3,0.5,0.3,1.0, 12.3
200,Jarace Walker,IND,4,19.3,8.8,3.3,9.0,36.1,1.3,4.3,29.4,1.0,1.5,66.7,0.5,4.5,5.0,2.0,0.8,0.8,1.5, 9.5
200,Josh Okogie,PHX,4,20.0,8.8,3.8,7.0,53.6,0.8,2.0,37.5,0.5,1.0,50.0,0.8,3.8,4.5,2.3,1.3,0.5,0.8, 12.8
200,Jusuf Nurkić,PHX,4,18.0,8.8,2.5,6.8,37.0,0.3,1.5,16.7,3.5,4.3,82.4,1.8,4.5,6.3,2.5,0.8,0.3,2.0, 11.5
206,Mike Muscala,OKC,3,18.3,8.7,3.0,6.0,50.0,1.7,4.0,41.7,1.0,1.0,100,1.3,2.7,4.0,1.0,1.0,0.7,0.3, 12.0
207,Cedi Osman,SAS,5,18.6,8.6,2.8,6.0,46.7,0.8,2.6,30.8,2.2,3.0,73.3,0.6,3.0,3.6,2.2,0.6,0.4,0.2, 11.2
207,Nate Williams,HOU,5,10.2,8.6,3.8,6.0,63.3,0.2,0.6,33.3,0.8,0.8,100,0.8,2.0,2.8,0.6,0.4,0.2,0.2, 10.2
209,Donte DiVincenzo,NYK,4,22.8,8.5,2.5,7.8,32.3,1.5,4.8,31.6,2.0,2.0,100,0.0,2.8,2.8,2.0,0.8,0.0,2.5, 6.3
209,Kevin Knox II,DET,2,10.0,8.5,3.5,6.5,53.8,1.0,2.0,50.0,0.5,1.0,50.0,0.0,2.5,2.5,0.5,0.5,0.0,1.5, 7.0
209,Max Christie,LAL,6,22.8,8.5,3.2,8.0,39.6,1.3,3.7,36.4,0.8,1.0,83.3,0.0,2.8,2.8,1.2,0.7,0.2,1.5, 6.8
209,R.J. Hampton,MIA,2,20.0,8.5,2.5,5.0,50.0,1.0,1.5,66.7,2.5,3.0,83.3,0.0,3.0,3.0,4.0,0.5,0.0,1.5, 11.5
209,Royce O'Neale,PHX,4,20.3,8.5,2.8,7.5,36.7,2.3,5.8,39.1,0.8,0.8,100,1.0,3.5,4.5,2.8,0.8,1.3,1.0, 12.0
209,T.J. McConnell,IND,4,16.8,8.5,3.5,6.8,51.9,0.3,1.5,16.7,1.3,1.8,71.4,0.8,1.8,2.5,6.0,0.5,0.0,1.0, 12.8
215,Duncan Robinson,MIA,5,21.8,8.4,2.8,7.8,35.9,1.2,5.4,22.2,1.6,2.2,72.7,0.4,2.6,3.0,2.6,0.4,0.0,1.6, 7.2
215,Harrison Barnes,SAC,5,22.2,8.4,3.0,6.8,44.1,1.0,3.6,27.8,1.4,1.8,77.8,0.8,1.2,2.0,1.6,1.0,0.2,0.2, 8.8
215,Ochai Agbaji,TOR,5,19.6,8.4,3.0,6.8,44.1,0.8,3.6,22.2,1.6,2.2,72.7,0.8,2.2,3.0,1.0,0.4,0.6,0.8, 8.2
215,Sam Hauser,BOS,5,21.6,8.4,2.4,7.8,30.8,2.2,7.2,30.6,1.4,1.4,100,1.0,2.8,3.8,1.6,1.4,0.2,0.4, 9.6
219,AJ Green,MIL,3,12.3,8.3,2.7,4.7,57.1,2.7,4.0,66.7,0.3,0.3,100,0.3,1.7,2.0,1.0,0.7,0.0,0.7, 9.3
219,Bobby Portis,MIL,3,16.0,8.3,3.7,7.3,50.0,0.0,0.3,0.0,1.0,1.7,60.0,1.0,5.7,6.7,2.3,0.0,0.0,0.0, 13.0
221,Brandon Miller,CHA,4,26.0,8.3,3.5,9.3,37.8,0.3,3.3,7.7,1.0,1.0,100,1.3,4.5,5.8,2.5,1.3,0.3,2.8, 9.5
221,JT Thor,CHA,4,22.5,8.3,2.8,7.0,39.3,1.0,4.0,25.0,1.8,2.3,77.8,1.0,4.0,5.0,0.5,0.3,1.3,1.5, 9.0
221,JaVale McGee,SAC,4,15.3,8.3,4.0,6.3,64.0,0.0,0.0,0.0,0.3,0.3,100,1.8,1.8,3.5,1.8,0.5,1.0,2.8, 10.0
221,Kira Lewis Jr.,UTA,4,19.5,8.3,3.0,7.0,42.9,1.0,3.8,26.7,1.3,1.5,83.3,0.5,1.3,1.8,2.0,1.0,0.0,1.3, 7.5
221,Tre Jones,SAS,4,19.8,8.3,3.3,7.0,46.4,0.5,1.8,28.6,1.3,1.8,71.4,0.5,1.5,2.0,5.5,1.8,0.3,1.3, 12.3
226,Chimezie Metu,DET,5,17.6,8.2,2.6,6.2,41.9,1.6,3.4,47.1,1.4,1.6,87.5,1.2,2.2,3.4,1.0,0.6,0.6,1.4, 8.6
226,Pat Connaughton,MIL,5,21.2,8.2,2.8,8.2,34.1,1.8,5.8,31.0,0.8,1.0,80.0,1.2,4.4,5.6,2.4,0.6,0.2,1.0, 10.4
228,Aaron Gordon,DEN,4,20.8,8.0,3.0,6.3,48.0,0.0,1.5,0.0,2.0,2.8,72.7,1.3,3.3,4.5,2.3,0.3,0.8,1.5, 10.3
228,Daniel Gafford,DAL,4,19.8,8.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.8,72.7,1.5,3.5,5.0,0.5,0.5,2.5,0.5, 13.3
228,Dennis Schröder,BKN,4,21.3,8.0,2.5,6.8,37.0,1.0,3.3,30.8,2.0,2.5,80.0,0.5,3.0,3.5,5.8,0.5,0.0,2.0, 11.0
228,Dorian Finney-Smith,BKN,4,20.8,8.0,2.8,5.0,55.0,2.0,4.0,50.0,0.5,0.5,100,0.8,1.0,1.8,1.3,0.3,0.3,1.0, 8.3
228,Furkan Korkmaz,PHI,1,20.0,8.0,3.0,6.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0, 7.0
228,Isaiah Roby,NYK,2,13.5,8.0,3.0,5.5,54.5,1.5,3.0,50.0,0.5,1.0,50.0,1.0,1.5,2.5,1.5,0.5,0.5,0.0, 10.0
228,Jalen McDaniels,TOR,4,18.8,8.0,2.8,6.0,45.8,1.0,3.3,30.8,1.5,2.3,66.7,1.3,3.0,4.3,1.3,0.3,0.8,0.3, 10.3
228,Jeff Dowtin Jr.,PHI,1,8.0,8.0,3.0,3.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,1.0,0.0,1.0, 11.0
228,John Collins,UTA,4,19.5,8.0,3.0,5.3,57.1,0.8,2.0,37.5,1.3,1.3,100,1.0,2.8,3.8,0.5,0.0,0.3,1.8, 8.5
228,Kris Dunn,UTA,5,15.2,8.0,3.6,4.2,85.7,0.4,0.6,66.7,0.4,1.0,40.0,0.4,1.8,2.2,2.8,1.6,0.4,1.2, 12.6
228,Malcolm Cazalon,DET,2,13.5,8.0,3.0,5.0,60.0,1.5,3.5,42.9,0.5,0.5,100,0.0,1.5,1.5,2.0,0.5,0.0,1.0, 9.0
228,Micah Potter,UTA,1,15.0,8.0,2.0,4.0,50.0,2.0,4.0,50.0,2.0,2.0,100,0.0,3.0,3.0,0.0,0.0,0.0,1.0, 8.0
228,Rodney McGruder,GSW,1,20.0,8.0,3.0,9.0,33.3,1.0,6.0,16.7,1.0,1.0,100,2.0,3.0,5.0,0.0,0.0,0.0,0.0, 7.0
228,Shake Milton,NYK,4,19.8,8.0,3.5,5.8,60.9,1.0,2.3,44.4,0.0,0.0,0.0,0.0,2.3,2.3,3.5,0.3,0.3,1.5, 10.5
228,Troy Brown Jr.,DET,5,18.0,8.0,3.0,5.6,53.6,2.0,4.0,50.0,0.0,0.0,0.0,0.8,2.6,3.4,1.0,0.6,0.0,0.6, 9.8
228,Walker Kessler,UTA,5,20.8,8.0,3.6,6.6,54.5,0.2,0.8,25.0,0.6,1.8,33.3,1.8,4.6,6.4,1.4,0.4,2.0,0.4, 13.6
244,AJ Griffin,ATL,5,20.2,7.8,3.0,8.2,36.6,1.2,4.6,26.1,0.6,0.6,100,0.4,1.6,2.0,1.0,1.2,0.0,0.8, 6.0
244,Leonard Miller,MIN,5,13.6,7.8,3.4,6.2,54.8,0.8,1.8,44.4,0.2,0.4,50.0,1.8,3.0,4.8,0.6,0.8,0.8,1.8, 10.0
246,Andre Drummond,CHI,4,17.8,7.8,3.3,9.0,36.1,0.0,0.0,0.0,1.3,1.5,83.3,5.0,6.3,11.3,1.3,0.5,0.5,1.5, 13.8
246,Duop Reath,POR,4,16.8,7.8,2.5,5.3,47.6,0.8,2.3,33.3,2.0,2.8,72.7,1.8,2.5,4.3,1.3,0.5,0.5,1.0, 9.8
246,Jalen Smith,IND,4,18.0,7.8,3.5,5.8,60.9,0.5,1.3,40.0,0.3,1.0,25.0,2.0,4.3,6.3,0.0,0.0,1.5,1.5, 11.0
246,Lindy Waters III,OKC,4,12.0,7.8,3.0,6.3,48.0,1.3,4.0,31.3,0.5,1.0,50.0,0.8,2.0,2.8,0.8,0.5,0.0,0.3, 7.8
246,Nick Smith Jr.,CHA,4,14.3,7.8,3.3,6.5,50.0,0.5,1.5,33.3,0.8,1.0,75.0,1.0,2.0,3.0,1.0,0.3,0.0,1.8, 6.8
246,Skylar Mays,LAL,4,13.8,7.8,2.8,6.0,45.8,0.8,2.0,37.5,1.5,2.0,75.0,0.0,1.3,1.3,3.8,1.8,0.0,1.8, 9.0
246,Xavier Tillman,BOS,4,19.8,7.8,3.5,6.5,53.8,0.3,2.3,11.1,0.5,1.3,40.0,1.5,4.3,5.8,1.5,1.5,1.0,0.0, 13.8
253,Christian Wood,LAL,6,16.8,7.7,3.0,7.2,41.9,0.3,1.5,22.2,1.3,2.3,57.1,1.0,4.2,5.2,0.7,0.7,0.3,1.3, 8.0
253,Clint Capela,ATL,3,17.0,7.7,3.0,5.0,60.0,0.0,0.0,0.0,1.7,3.7,45.5,2.0,3.7,5.7,0.3,1.0,0.3,0.0, 11.0
253,Jalen Duren,DET,3,17.3,7.7,3.0,4.7,64.3,0.0,0.3,0.0,1.7,3.3,50.0,0.7,3.0,3.7,1.0,0.7,0.7,1.3, 9.0
253,Jalen Suggs,ORL,3,18.7,7.7,2.3,6.0,38.9,1.3,3.7,36.4,1.7,2.0,83.3,1.0,2.3,3.3,1.3,1.7,0.7,1.3, 9.3
253,Max Strus,CLE,3,22.3,7.7,2.3,6.7,35.0,1.7,5.3,31.3,1.3,1.3,100,0.7,2.7,3.3,2.7,1.3,0.0,2.7, 8.0
253,Paolo Banchero,ORL,3,20.0,7.7,2.7,8.0,33.3,0.0,1.3,0.0,2.3,3.7,63.6,0.7,3.3,4.0,3.0,1.7,0.7,1.3, 9.0
259,Josh Minott,MIN,5,16.2,7.6,3.0,5.8,51.7,0.0,0.8,0.0,1.6,2.0,80.0,1.0,2.0,3.0,2.8,0.0,0.8,1.0, 10.0
259,Orlando Robinson,MIA,5,14.2,7.6,3.2,6.4,50.0,0.2,0.8,25.0,1.0,1.8,55.6,1.6,2.8,4.4,1.2,0.6,0.6,2.0, 8.4
261,Chris Boucher,TOR,4,14.8,7.5,2.3,4.8,47.4,0.3,1.8,14.3,2.8,4.0,68.8,1.3,3.5,4.8,0.0,0.8,1.0,1.5, 8.8
261,Chris Paul,GSW,4,20.3,7.5,2.5,5.3,47.6,1.5,2.3,66.7,1.0,1.0,100,0.5,3.5,4.0,5.8,0.5,0.0,3.0, 12.0
261,Deandre Ayton,POR,2,19.5,7.5,3.5,8.0,43.8,0.0,0.0,0.0,0.5,1.0,50.0,1.0,5.0,6.0,2.5,1.0,1.0,1.0, 12.0
261,James Wiseman,DET,4,15.0,7.5,2.8,3.8,73.3,0.3,0.3,100,1.8,2.3,77.8,1.5,3.8,5.3,0.8,0.5,0.8,1.8, 11.5
261,Justin Champagnie,WAS,4,22.0,7.5,3.3,7.3,44.8,0.3,2.0,12.5,0.8,1.3,60.0,1.3,4.3,5.5,1.5,0.8,0.8,1.5, 10.0
261,Lamar Stevens,MEM,4,15.0,7.5,3.0,5.8,52.2,0.3,1.8,14.3,1.3,1.3,100,1.5,3.0,4.5,0.3,0.5,0.3,1.0, 9.3
261,Malachi Flynn,DET,4,19.3,7.5,2.5,6.8,37.0,1.5,3.8,40.0,1.0,1.0,100,0.8,4.3,5.0,3.8,0.5,0.3,1.5, 11.3
261,Malcolm Brogdon,POR,2,15.0,7.5,2.5,4.5,55.6,1.0,2.0,50.0,1.5,2.0,75.0,1.0,2.5,3.5,1.5,0.5,0.0,3.0, 7.5
261,Rudy Gobert,MIN,4,21.0,7.5,2.8,4.3,64.7,0.0,0.3,0.0,2.0,2.8,72.7,1.3,5.8,7.0,0.8,0.3,1.0,0.8, 13.5
270,Davion Mitchell,SAC,5,20.0,7.4,2.6,7.4,35.1,2.0,5.2,38.5,0.2,0.4,50.0,0.2,0.8,1.0,3.4,0.6,0.4,1.8, 6.0
271,Al Horford,BOS,3,20.3,7.3,2.3,4.7,50.0,1.3,2.7,50.0,1.3,1.3,100,0.7,3.0,3.7,2.0,0.3,1.0,0.3, 11.7
271,Jock Landale,HOU,3,16.7,7.3,3.0,5.3,56.3,0.7,1.3,50.0,0.7,0.7,100,1.3,1.7,3.0,1.0,1.0,0.3,1.3, 9.0
273,Bogdan Bogdanović,ATL,4,20.8,7.3,3.0,6.8,44.4,1.3,4.0,31.3,0.0,0.0,0.0,0.5,3.5,4.0,3.0,1.8,0.0,2.0, 10.3
273,Cason Wallace,OKC,4,19.8,7.3,2.8,5.5,50.0,0.8,1.8,42.9,1.0,1.5,66.7,1.5,1.3,2.8,2.0,1.5,0.0,1.3, 9.0
273,Georges Niang,CLE,4,19.8,7.3,2.5,6.0,41.7,2.3,4.8,47.4,0.0,0.0,0.0,0.0,2.8,2.8,1.3,0.8,0.8,1.3, 8.0
273,Gradey Dick,TOR,4,16.5,7.3,2.5,6.3,40.0,1.8,3.8,46.7,0.5,0.5,100,0.8,1.5,2.3,1.0,1.0,0.0,1.3, 6.5
273,Tre Mann,CHA,4,16.0,7.3,2.8,7.3,37.9,0.8,3.3,23.1,1.0,1.0,100,0.3,3.0,3.3,2.0,0.3,0.3,1.5, 7.0
278,Kobe Bufkin,ATL,5,19.0,7.2,3.0,9.4,31.9,0.8,4.4,18.2,0.4,0.8,50.0,0.2,2.6,2.8,1.8,0.2,0.2,1.2, 4.2
279,Alex Caruso,CHI,3,13.3,7.0,2.7,5.0,53.3,1.7,3.0,55.6,0.0,0.0,0.0,0.3,1.3,1.7,2.0,1.7,0.0,0.3, 9.7
279,Bruce Brown,TOR,4,20.3,7.0,2.8,7.3,37.9,1.3,4.5,27.8,0.3,0.5,50.0,0.5,2.0,2.5,3.0,1.0,1.0,0.5, 9.3
279,Johnny Juzang,UTA,1,15.0,7.0,3.0,4.0,75.0,1.0,1.0,100,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0, 15.0
279,Kobe Brown,LAC,4,19.3,7.0,2.3,5.5,40.9,1.0,3.5,28.6,1.5,1.5,100,0.8,2.3,3.0,1.0,1.0,1.0,1.3, 8.5
279,Nickeil Alexander-Walker,MIN,4,19.5,7.0,2.3,6.5,34.6,2.0,5.8,34.8,0.5,0.5,100,0.3,2.0,2.3,1.8,0.8,0.8,0.5, 7.8
279,Nikola Jović,MIA,3,19.0,7.0,2.3,6.0,38.9,0.7,3.7,18.2,1.7,2.0,83.3,0.3,2.7,3.0,1.3,0.0,0.7,2.0, 6.0
279,Norman Powell,LAC,3,19.7,7.0,2.0,9.0,22.2,0.3,2.7,12.5,2.7,3.3,80.0,0.0,1.0,1.0,1.0,0.3,0.0,1.7, 0.0
279,Peyton Watson,DEN,5,23.0,7.0,2.8,7.8,35.9,0.6,2.2,27.3,0.8,1.2,66.7,1.0,1.8,2.8,1.4,1.0,0.6,1.8, 5.6
279,Ryan Rollins,MIL,4,14.8,7.0,3.0,7.0,42.9,0.3,1.8,14.3,0.8,1.0,75.0,0.3,2.3,2.5,1.8,0.3,0.5,0.3, 7.5
279,Trey Lyles,SAC,3,17.3,7.0,2.3,5.7,41.2,1.7,4.0,41.7,0.7,0.7,100,0.3,1.7,2.0,0.7,1.0,0.3,0.0, 7.7
289,Dalano Banton,POR,5,17.6,6.8,2.6,7.2,36.1,0.4,2.2,18.2,1.2,1.4,85.7,0.8,1.6,2.4,1.2,0.6,0.2,1.0, 5.4
289,Sasha Vezenkov,SAC,5,16.6,6.8,2.6,6.8,38.2,1.2,4.4,27.3,0.4,0.4,100,1.0,3.2,4.2,0.6,0.2,0.2,0.6, 7.2
289,Thanasis Antetokounmpo,MIL,5,14.8,6.8,2.6,4.8,54.2,0.2,0.4,50.0,1.4,2.0,70.0,0.6,2.2,2.8,0.4,0.4,1.0,0.6, 8.0
292,Brandin Podziemski,GSW,4,24.0,6.8,2.8,7.0,39.3,0.5,2.5,20.0,0.8,1.5,50.0,1.5,4.3,5.8,5.5,0.8,0.5,1.0, 13.3
292,Danté Exum,DAL,4,19.0,6.8,2.0,4.8,42.1,0.8,1.3,60.0,2.0,2.0,100,0.3,2.8,3.0,5.5,0.3,0.8,1.3, 12.3
292,Goga Bitadze,ORL,4,13.5,6.8,2.3,4.3,52.9,0.5,1.5,33.3,1.8,2.5,70.0,1.5,2.3,3.8,1.5,0.3,1.3,1.0, 9.8
292,Herbert Jones,NOP,4,18.0,6.8,2.5,5.0,50.0,1.3,2.5,50.0,0.5,0.8,66.7,1.3,2.0,3.3,0.8,1.0,0.8,1.3, 8.5
292,Javon Freeman-Liberty,TOR,4,10.0,6.8,3.0,5.5,54.5,0.3,1.3,20.0,0.5,0.8,66.7,1.8,1.3,3.0,1.3,0.5,0.3,0.8, 8.3
