#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
164,Anthony Black,ORL,20,24.7,8.7,3.0,7.4,40.1,0.8,2.8,28.6,2.0,2.6,75.0,0.6,2.2,2.8,4.3,1.1,0.7,2.3, 10.2
165,Gary Trent Jr.,MIL,16,25.5,8.6,2.9,7.5,38.3,1.9,5.1,38.3,0.9,1.0,93.8,0.2,1.7,1.9,0.9,1.0,0.0,0.6, 7.1
166,Draymond Green,GSW,18,28.4,8.6,2.8,6.6,42.0,1.5,3.7,40.3,1.6,2.6,59.6,1.0,5.5,6.5,5.9,0.9,1.1,2.2, 15.9
166,Taurean Prince,MIL,18,29.1,8.6,3.1,6.3,49.1,2.0,3.8,52.9,0.4,0.5,77.8,0.8,4.1,4.8,1.8,0.9,0.1,1.2, 11.7
168,Julian Strawther,DEN,17,20.8,8.5,2.8,6.6,42.9,1.4,3.4,39.7,1.5,1.9,78.8,0.3,1.8,2.1,1.2,0.8,0.4,0.9, 8.1
169,Cameron Payne,NYK,14,18.3,8.4,3.1,6.9,44.3,1.8,4.1,43.1,0.5,0.6,77.8,0.4,1.5,1.9,3.4,0.6,0.3,0.6, 10.1
170,Kevin Porter Jr.,LAC,20,18.4,8.4,3.6,8.8,40.3,0.4,2.4,17.0,0.9,1.5,60.0,0.6,2.8,3.4,2.8,0.8,0.4,2.2, 7.6
171,Cody Martin,CHA,18,25.3,8.4,3.1,7.1,44.1,1.2,3.4,35.5,0.9,1.4,65.4,1.2,3.4,4.6,2.1,1.2,0.8,0.9, 11.8
172,Jaime Jaquez Jr.,MIA,12,21.8,8.3,3.1,7.7,40.2,0.6,1.8,33.3,1.6,2.3,70.4,1.5,4.2,5.7,2.3,0.9,0.1,1.6, 10.5
173,Georges Niang,CLE,19,20.0,8.3,3.2,7.3,43.9,1.7,4.9,34.0,0.2,0.3,80.0,0.6,3.1,3.7,1.2,0.4,0.2,1.0, 8.7
174,Andre Drummond,PHI,16,21.4,8.3,3.3,6.4,52.0,0.1,0.3,20.0,1.6,2.9,55.3,3.0,5.5,8.5,0.6,1.3,0.5,1.8, 13.1
175,Trayce Jackson-Davis,GSW,18,16.9,8.3,3.7,6.0,62.0,0.0,0.1,0.0,0.8,1.4,57.7,1.5,3.6,5.1,2.1,0.3,0.6,0.8, 12.5
176,Kyshawn George,WAS,17,27.5,8.2,2.8,8.3,34.0,1.4,5.4,26.1,1.1,1.5,73.1,0.6,3.5,4.1,2.7,0.7,0.7,0.9, 9.6
177,Moses Moody,GSW,18,16.7,8.2,2.8,6.3,44.7,1.4,3.7,39.4,1.1,1.4,73.1,0.5,1.6,2.1,1.0,0.3,0.3,0.9, 7.1
178,Mike Conley,MIN,14,25.5,8.1,2.4,7.5,32.4,1.8,5.2,34.2,1.5,1.7,87.5,0.6,2.4,3.0,4.7,1.7,0.2,1.3, 11.2
179,Goga Bitadze,ORL,16,21.4,8.0,3.5,5.0,70.0,0.0,0.4,0.0,1.0,1.3,76.2,2.4,4.3,6.8,1.7,0.7,1.4,1.4, 15.4
179,Jalen Smith,CHI,17,14.5,8.0,2.8,6.1,46.2,1.3,3.4,37.9,1.1,1.5,72.0,1.4,3.6,5.1,0.8,0.4,0.6,0.6, 10.4
179,Jeremiah Robinson-Earl,NOP,19,21.5,8.0,3.0,6.6,45.2,0.9,2.8,34.0,1.1,1.2,87.0,2.3,3.2,5.5,1.3,0.7,0.1,0.9, 10.8
182,AJ Green,MIL,17,19.8,7.9,2.6,5.4,48.9,2.4,5.1,47.7,0.2,0.2,75.0,0.2,1.8,2.1,0.9,0.6,0.1,0.5, 8.1
183,Sam Hauser,BOS,15,21.3,7.8,2.9,6.9,41.3,2.0,5.7,34.9,0.1,0.1,100,0.8,2.7,3.5,1.1,0.6,0.3,0.3, 8.9
184,Yves Missi,NOP,18,23.9,7.7,3.0,5.6,54.0,0.0,0.0,0.0,1.7,2.7,63.3,3.1,4.1,7.2,1.5,0.7,1.2,1.1, 13.6
185,Nikola Jović,MIA,14,18.2,7.7,2.8,6.2,44.8,1.0,3.1,31.8,1.1,1.4,80.0,0.6,3.1,3.7,1.3,0.9,0.1,0.6, 9.4
186,Kentavious Caldwell-Pope,ORL,19,29.8,7.7,2.6,6.9,37.1,1.2,4.5,26.7,1.3,1.4,96.2,0.4,1.8,2.2,1.9,1.4,0.6,0.7, 8.7
187,Tristan da Silva,ORL,16,24.6,7.5,2.8,7.1,39.8,1.2,3.6,32.8,0.7,0.8,84.6,0.9,3.0,3.9,1.8,0.3,0.2,0.4, 8.8
188,Brandin Podziemski,GSW,17,23.6,7.5,2.9,7.9,37.0,0.7,3.6,19.7,0.9,1.2,71.4,1.1,3.4,4.5,3.5,0.7,0.4,1.2, 9.9
189,Noah Clowney,BKN,15,16.5,7.5,2.5,6.3,39.4,1.5,4.1,37.7,1.0,1.4,71.4,0.9,2.2,3.1,0.7,0.3,0.6,0.7, 7.3
190,Kyle Filipowski,UTA,14,19.0,7.3,2.8,5.4,51.3,0.6,2.1,30.0,1.1,2.1,51.7,0.9,3.8,4.7,2.1,0.6,0.1,1.0, 10.2
191,Davion Mitchell,TOR,19,28.3,7.3,2.7,6.9,39.7,0.9,3.3,29.0,0.8,1.3,66.7,0.5,1.8,2.4,5.6,0.9,0.2,2.2, 9.5
192,Malaki Branham,SAS,16,13.4,7.2,2.6,5.6,46.1,1.0,2.4,42.1,1.1,1.3,85.0,0.2,1.6,1.8,1.3,0.4,0.1,1.3, 6.3
193,Keon Ellis,SAC,18,21.7,7.1,2.3,4.8,48.3,1.5,3.4,44.3,0.9,1.2,77.3,0.7,1.2,1.9,1.0,1.1,0.9,0.9, 8.4
194,Kris Dunn,LAC,20,22.4,7.1,2.9,6.1,47.9,1.1,3.1,36.1,0.2,0.4,37.5,0.8,3.0,3.8,2.9,1.4,0.2,1.1, 10.8
195,Quentin Grimes,DAL,17,19.1,6.9,2.4,5.3,45.6,1.2,2.9,40.0,0.9,1.2,71.4,0.7,2.9,3.6,1.5,0.5,0.2,0.8, 8.7
196,Brandon Clarke,MEM,18,17.2,6.8,3.1,5.3,57.3,0.1,0.9,6.3,0.7,1.1,63.2,1.3,3.0,4.3,0.7,0.8,0.3,0.3, 10.0
197,Neemias Queta,BOS,16,19.2,6.8,2.9,4.5,63.9,0.0,0.1,0.0,1.1,1.4,77.3,2.0,3.4,5.4,0.8,0.3,1.0,0.8, 11.6
198,Sam Merrill,CLE,15,19.5,6.7,2.3,5.6,40.5,1.8,4.9,37.0,0.4,0.4,100,0.3,1.5,1.8,1.5,0.5,0.2,0.5, 7.0
199,Zach Collins,SAS,19,15.0,6.7,2.3,4.6,50.0,0.6,1.6,35.5,1.5,1.6,90.3,1.2,2.5,3.6,1.8,0.5,0.5,0.9, 9.7
200,Spencer Dinwiddie,DAL,17,19.5,6.6,2.1,5.2,39.3,1.2,3.4,34.5,1.4,1.6,82.1,0.1,1.5,1.6,2.6,0.5,0.2,0.6, 7.6
201,Haywood Highsmith,MIA,14,24.1,6.6,2.5,5.0,50.0,1.0,2.5,40.0,0.6,0.9,69.2,0.6,2.1,2.8,0.9,1.3,0.8,0.5, 9.1
202,Simone Fontecchio,DET,18,18.5,6.6,2.1,5.2,40.9,1.3,3.6,35.9,1.1,1.4,76.9,0.6,2.4,2.9,0.8,0.2,0.2,0.7, 6.7
203,Javonte Green,NOP,19,24.2,6.6,2.3,5.3,42.6,0.8,2.3,34.1,1.3,1.5,85.7,0.9,2.5,3.4,0.9,1.2,0.6,0.5, 8.9
204,Isaiah Stewart,DET,20,22.1,6.6,2.6,4.6,56.0,0.2,0.9,23.5,1.3,1.5,86.2,2.5,4.2,6.7,2.0,0.6,1.5,1.3, 13.8
205,Talen Horton-Tucker,CHI,14,10.3,6.5,2.3,4.1,55.2,0.7,1.6,45.5,1.2,1.7,70.8,0.5,1.4,1.9,1.6,0.1,0.2,0.4, 7.5
206,Josh Green,CHA,16,25.8,6.4,2.3,5.3,43.5,1.4,2.8,48.9,0.4,0.7,63.6,0.9,1.6,2.5,1.6,0.5,0.3,0.8, 7.3
207,Ryan Dunn,PHX,17,18.0,6.4,2.5,6.2,41.0,1.3,4.1,31.9,0.1,0.4,16.7,0.7,1.8,2.5,0.8,0.5,0.5,0.5, 6.3
208,Cason Wallace,OKC,18,25.5,6.4,2.7,6.4,42.2,0.8,2.8,27.5,0.2,0.2,100,0.9,2.3,3.2,2.1,1.7,0.7,0.4, 9.8
208,Jamison Battle,TOR,18,13.9,6.4,2.3,4.7,48.8,1.4,3.3,43.3,0.4,0.5,77.8,0.7,1.4,2.1,0.9,0.1,0.2,0.3, 6.9
210,Jonathan Isaac,ORL,17,17.6,6.4,2.3,5.5,41.5,0.8,2.9,28.0,0.9,1.4,66.7,1.9,3.4,5.2,0.3,0.8,1.5,0.4, 10.1
211,Jaden Hardy,DAL,18,15.1,6.3,2.3,6.0,38.0,0.7,2.6,27.7,1.1,1.2,86.4,0.2,1.1,1.3,1.3,0.6,0.1,1.4, 4.3
212,Isaac Okoro,CLE,17,20.8,6.2,2.3,4.5,50.6,1.2,2.5,46.5,0.5,0.8,57.1,0.9,1.5,2.4,1.8,0.8,0.4,0.2, 8.7
213,Kyle Lowry,PHI,13,24.2,6.2,1.8,4.8,38.1,1.3,3.7,35.4,1.2,1.5,78.9,0.5,1.8,2.2,3.4,1.2,0.4,0.8, 9.2
214,Terance Mann,LAC,20,21.3,6.1,2.4,5.6,42.0,0.7,2.1,31.7,0.8,1.1,68.2,1.1,2.3,3.4,1.9,1.0,0.2,0.6, 8.4
215,Lindy Waters III,GSW,16,17.3,6.1,2.3,5.4,41.4,1.3,3.7,35.6,0.3,0.3,80.0,0.5,1.9,2.4,1.3,0.6,0.3,0.3, 7.1
216,Ben Simmons,BKN,14,24.9,5.9,2.9,4.9,58.8,0.0,0.0,0.0,0.2,0.3,75.0,1.1,4.8,5.9,6.6,0.9,0.6,2.7, 15.1
217,Ronald Holland II,DET,20,15.8,5.9,2.3,5.5,40.9,0.4,2.2,15.9,1.1,1.3,80.8,0.6,2.5,3.0,0.5,0.5,0.2,0.8, 5.7
218,Donovan Clingan,POR,17,17.0,5.8,2.4,4.5,52.6,0.2,0.5,33.3,0.9,1.3,72.7,3.2,3.5,6.7,0.3,0.5,2.2,1.0, 12.1
219,Ajay Mitchell,OKC,18,16.3,5.6,2.3,4.7,48.2,0.6,1.3,43.5,0.5,0.6,81.8,0.4,1.2,1.6,1.7,0.9,0.1,0.8, 6.5
220,Trey Lyles,SAC,18,19.6,5.4,1.8,5.1,36.3,1.2,3.7,33.3,0.6,0.8,71.4,0.8,3.1,3.9,0.9,0.6,0.6,0.6, 7.5
221,Johnny Juzang,UTA,14,15.9,5.4,1.7,4.7,36.4,1.2,3.6,34.0,0.7,0.7,100,0.5,1.6,2.1,1.0,0.4,0.2,0.5, 5.6
222,Kevon Looney,GSW,16,14.9,5.3,2.2,4.4,50.0,0.0,0.0,0.0,0.9,2.0,46.9,3.8,4.0,7.8,1.4,0.9,0.3,0.8, 11.6
223,Kyle Anderson,GSW,17,15.5,5.3,2.1,5.2,39.3,0.5,1.9,27.3,0.6,1.1,61.1,0.6,2.5,3.2,2.5,0.9,0.5,0.6, 8.3
224,Pat Connaughton,MIL,14,17.9,5.3,1.9,5.0,37.1,0.9,3.1,29.5,0.6,0.9,75.0,0.6,2.6,3.2,1.8,0.2,0.3,0.7, 6.7
225,Jarace Walker,IND,19,16.7,5.2,1.8,4.5,40.7,0.9,2.4,37.0,0.6,1.1,57.1,0.5,2.9,3.4,1.4,1.2,0.4,1.5, 6.9
226,Eric Gordon,PHI,15,16.9,5.1,1.7,4.9,34.2,0.7,2.7,25.0,1.1,1.5,77.3,0.2,0.7,0.9,1.3,0.5,0.3,0.9, 3.8
227,Jonathan Mogbo,TOR,19,15.7,5.1,1.8,3.8,48.6,0.2,0.5,30.0,1.3,1.7,72.7,2.3,1.9,4.2,1.4,0.8,0.4,0.8, 8.7
228,Jamal Shead,TOR,19,15.4,5.1,2.0,5.3,37.6,0.6,2.0,28.9,0.5,0.6,75.0,0.1,0.9,1.0,3.2,0.5,0.1,1.4, 4.9
229,Alex Caruso,OKC,13,19.7,5.0,2.0,5.6,35.6,0.6,3.0,20.5,0.4,0.5,71.4,0.7,2.2,2.9,2.2,1.8,0.7,0.7, 8.2
229,Monté Morris,PHX,13,11.0,5.0,1.7,3.8,44.9,0.7,1.8,39.1,0.9,1.1,85.7,0.2,0.8,1.0,1.2,0.4,0.2,0.4, 5.2
231,Max Christie,LAL,17,16.7,4.9,1.6,3.8,43.1,0.5,1.8,30.0,1.1,1.2,85.7,0.5,1.2,1.7,1.0,0.8,0.5,0.6, 5.9
232,Sandro Mamukelashvili,SAS,15,9.1,4.9,1.7,3.1,56.5,0.9,2.1,45.2,0.5,0.5,100,0.5,2.3,2.9,0.3,0.2,0.3,0.6, 6.7
233,Kris Murray,POR,16,13.6,4.8,1.9,4.1,46.2,0.6,1.9,33.3,0.4,1.2,36.8,1.0,1.4,2.4,0.7,0.6,0.2,0.6, 5.1
234,Cole Anthony,ORL,18,10.4,4.7,1.6,4.2,37.3,0.5,1.8,27.3,1.1,1.6,69.0,0.3,1.8,2.2,1.7,0.4,0.1,1.1, 4.8
235,Keon Johnson,BKN,17,14.1,4.7,1.7,4.7,36.3,0.9,3.1,30.8,0.4,0.5,66.7,0.5,2.1,2.6,0.9,0.2,0.2,0.6, 4.9
235,Mason Plumlee,PHX,17,16.8,4.7,1.8,3.1,59.6,0.0,0.0,0.0,1.1,1.9,56.3,1.5,4.1,5.6,1.7,0.3,0.4,0.9, 9.7
237,Gary Payton II,GSW,18,12.1,4.6,2.1,3.4,59.7,0.2,0.9,18.8,0.3,0.4,62.5,0.9,1.3,2.2,1.2,0.7,0.3,0.5, 6.9
238,Tidjane Salaün,CHA,16,18.2,4.5,1.5,4.4,33.8,0.9,2.9,29.8,0.6,0.9,66.7,0.9,2.9,3.8,1.1,0.4,0.2,0.8, 5.9
239,Seth Curry,CHA,17,13.5,4.5,1.6,3.8,43.1,0.9,2.1,41.7,0.3,0.4,71.4,0.5,0.9,1.4,0.4,0.4,0.1,0.2, 4.3
240,Drew Eubanks,UTA,15,13.8,4.5,1.9,3.1,59.6,0.1,0.2,33.3,0.7,1.3,52.6,1.3,2.7,4.0,1.1,0.2,0.6,0.9, 7.6
241,Luke Kornet,BOS,14,17.2,4.4,1.6,2.5,65.7,0.0,0.0,0.0,1.1,1.3,88.9,2.0,2.1,4.1,1.6,0.6,0.7,0.4, 10.0
242,Oso Ighodaro,PHX,13,15.2,4.4,1.8,3.0,61.5,0.0,0.0,0.0,0.7,0.8,81.8,1.1,2.8,3.8,0.8,0.4,0.3,0.6, 7.8
243,Julian Phillips,CHI,19,14.1,4.4,1.5,3.7,40.8,0.7,2.3,30.2,0.6,1.0,63.2,0.8,1.4,2.2,0.4,0.7,0.2,0.4, 4.8
244,KJ Martin,PHI,14,16.4,4.4,1.6,2.7,57.9,0.1,0.4,40.0,1.1,1.3,83.3,0.6,1.8,2.4,0.8,0.3,0.7,0.2, 6.9
245,Blake Wesley,SAS,17,11.8,4.4,1.7,3.9,43.9,0.2,1.2,20.0,0.7,1.0,70.6,0.3,0.6,0.9,1.6,0.5,0.1,1.1, 3.8
246,Dalen Terry,CHI,20,13.3,4.4,1.5,3.2,46.0,0.4,1.1,36.4,1.1,1.4,77.8,0.7,0.8,1.5,1.1,0.7,0.4,0.9, 5.0
247,Matas Buzelis,CHI,19,11.4,4.3,1.5,4.1,36.4,0.7,2.2,31.7,0.7,0.9,76.5,0.4,1.8,2.2,0.2,0.4,0.6,0.8, 4.2
248,Jared Butler,WAS,13,7.8,4.3,1.5,3.3,46.5,0.1,0.5,16.7,1.2,1.6,71.4,0.2,0.5,0.6,2.2,0.5,0.2,0.5, 5.0
249,Gary Harris,ORL,17,16.6,4.1,1.4,3.5,40.0,1.0,2.7,37.0,0.2,0.4,66.7,0.5,0.8,1.4,0.4,0.5,0.3,0.4, 4.0
250,Jett Howard,ORL,19,9.8,3.9,1.4,3.6,39.1,1.0,2.9,34.5,0.1,0.1,100,0.3,0.9,1.2,0.4,0.1,0.3,0.3, 3.4
251,Daniel Theis,NOP,14,14.7,3.9,1.6,3.7,42.3,0.2,1.1,18.8,0.6,0.7,80.0,0.8,2.9,3.6,1.4,0.2,0.8,0.6, 7.1
251,Jock Landale,HOU,14,11.1,3.9,1.5,3.4,44.7,0.2,0.4,50.0,0.7,1.4,52.6,1.4,1.9,3.3,1.0,0.2,0.4,0.5, 5.9
253,Shake Milton,BKN,15,12.9,3.7,1.4,2.9,47.7,0.7,1.7,42.3,0.2,0.3,60.0,0.3,0.7,1.1,1.9,0.3,0.0,0.3, 5.0
254,Bruno Fernando,TOR,14,8.6,3.7,1.6,3.2,51.1,0.0,0.0,0.0,0.4,0.6,75.0,1.5,1.6,3.1,1.2,0.1,0.5,0.8, 6.1
255,Rayan Rupert,POR,17,11.0,3.7,1.4,3.3,42.9,0.5,1.5,32.0,0.4,0.6,70.0,0.8,0.9,1.7,0.2,0.4,0.1,0.6, 3.5
256,Nicolas Batum,LAC,20,17.4,3.7,1.3,3.4,36.8,0.9,2.6,35.3,0.3,0.4,75.0,0.8,2.0,2.8,1.4,0.4,0.5,0.4, 6.1
257,Reed Sheppard,HOU,20,11.9,3.7,1.5,4.0,36.7,0.8,2.1,35.7,0.0,0.0,0.0,0.4,0.8,1.1,1.5,0.6,0.3,0.7, 3.9
258,Ousmane Dieng,OKC,16,11.6,3.5,1.3,3.7,33.9,0.6,2.3,25.0,0.4,0.7,63.6,0.6,2.1,2.6,0.8,0.7,0.3,0.3, 4.9
259,Andre Jackson Jr.,MIL,17,18.1,3.4,1.3,3.1,41.5,0.6,1.5,38.5,0.2,0.5,50.0,0.7,2.5,3.2,1.5,0.8,0.4,1.4, 5.8
260,Ricky Council IV,PHI,14,10.4,3.4,1.2,3.3,37.0,0.4,1.5,23.8,0.6,0.6,100,0.3,1.1,1.4,0.7,0.1,0.1,0.3, 3.4
261,Moussa Diabaté,CHA,18,19.7,3.1,1.4,2.7,54.2,0.0,0.0,0.0,0.2,0.6,36.4,3.6,4.7,8.2,0.7,0.7,1.0,0.9, 11.2
262,Cody Williams,UTA,16,18.7,3.1,1.1,4.2,26.9,0.4,2.3,18.9,0.4,0.6,60.0,0.5,1.8,2.3,1.2,0.4,0.3,0.7, 3.3
263,Craig Porter Jr.,CLE,14,10.2,3.0,1.2,2.1,56.7,0.4,0.8,45.5,0.2,0.4,60.0,0.1,0.9,1.0,1.4,0.4,0.4,0.6, 4.5
263,Jabari Walker,POR,14,9.8,3.0,1.1,3.1,36.4,0.1,0.9,15.4,0.6,0.6,88.9,0.9,1.9,2.8,0.6,0.3,0.1,0.6, 4.1
265,Gabe Vincent,LAL,18,16.8,2.8,1.1,3.7,30.3,0.5,2.4,20.9,0.1,0.2,50.0,0.2,0.7,0.9,0.6,0.6,0.1,0.4, 1.8
266,Doug McDermott,SAC,15,8.9,2.8,0.9,2.9,31.8,0.7,2.5,29.7,0.2,0.3,60.0,0.0,0.9,0.9,0.2,0.1,0.1,0.1, 1.9
267,Delon Wright,MIL,15,16.7,2.7,0.9,3.0,31.1,0.5,1.9,24.1,0.3,0.7,50.0,0.6,1.2,1.8,1.9,0.7,0.4,0.4, 4.7
268,Johnny Davis,WAS,13,7.2,2.6,1.1,2.2,48.3,0.2,0.5,50.0,0.2,0.4,60.0,0.3,0.9,1.2,0.2,0.3,0.1,0.1, 3.1
269,Jordan McLaughlin,SAC,15,8.7,2.5,0.8,2.1,38.7,0.4,1.2,33.3,0.5,0.7,80.0,0.2,0.9,1.1,1.0,0.4,0.0,0.4, 3.2
270,Hunter Tyson,DEN,12,9.2,2.4,0.8,1.9,43.5,0.3,1.1,23.1,0.5,0.6,85.7,0.3,1.3,1.7,0.5,0.2,0.3,0.4, 3.4
271,Anthony Gill,WAS,13,5.3,2.3,0.8,1.3,58.8,0.2,0.5,50.0,0.5,1.0,53.8,0.2,0.7,0.9,0.4,0.2,0.1,0.1, 2.8
272,Dillon Jones,OKC,17,8.5,2.2,0.9,2.6,33.3,0.2,1.5,15.4,0.2,0.4,50.0,0.8,1.4,2.1,0.7,0.2,0.1,0.4, 2.9
273,Jericho Sims,NYK,18,13.6,1.9,0.9,1.3,69.6,0.0,0.0,0.0,0.1,0.3,40.0,1.4,2.5,3.9,0.6,0.3,0.5,0.4, 6.2
274,Dwight Powell,DAL,14,8.8,1.8,0.4,0.6,75.0,0.0,0.0,0.0,0.9,1.3,72.2,0.6,1.4,2.0,0.6,0.4,0.6,0.4, 4.6
275,Alex Len,SAC,15,7.7,1.6,0.7,1.3,57.9,0.0,0.3,0.0,0.1,0.3,50.0,0.4,1.7,2.1,0.7,0.2,0.7,0.4, 4.3
276,Jordan Walsh,BOS,14,8.6,1.5,0.6,1.7,33.3,0.4,1.4,26.3,0.0,0.1,0.0,0.3,0.6,0.9,0.2,0.3,0.4,0.1, 2.0
277,Xavier Tillman,BOS,13,9.3,1.4,0.5,2.1,25.9,0.2,1.2,20.0,0.1,0.2,50.0,0.5,1.7,2.2,0.5,0.2,0.2,0.2, 2.6
278,Zeke Nnaji,DEN,12,5.3,1.3,0.6,1.6,36.8,0.0,0.7,0.0,0.1,0.3,25.0,0.2,0.4,0.6,0.3,0.1,0.2,0.1, 1.0
