#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
148,Mike Muscala,OKC,3,15.7,10.3,3.7,8.0,45.8,1.3,4.0,33.3,1.7,2.0,83.3,0.7,2.3,3.0,0.3,0.3,0.3,0.0, 9.7
150,Brook Lopez,MIL,4,22.8,10.3,4.3,9.3,45.9,1.0,3.3,30.8,0.8,1.0,75.0,1.0,3.5,4.5,0.3,0.5,2.8,1.0, 12.0
150,Deandre Ayton,PHX,4,17.8,10.3,4.5,8.3,54.5,0.3,1.0,25.0,1.0,1.0,100,1.8,6.8,8.5,1.0,0.3,0.5,1.5, 15.3
150,Terrence Ross,ORL,4,18.8,10.3,4.0,8.8,45.7,1.0,2.8,36.4,1.3,1.5,83.3,0.3,1.3,1.5,2.3,1.0,0.5,0.8, 9.8
153,Clint Capela,ATL,1,12.0,10.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0, 18.0
153,Derrick Favors,OKC,1,15.0,10.0,5.0,7.0,71.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0, 11.0
153,Eric Paschall,UTA,4,20.8,10.0,3.8,7.3,51.7,1.3,4.3,29.4,1.3,1.5,83.3,0.0,3.3,3.3,1.0,0.3,0.0,1.0, 9.8
153,Josh Okogie,MIN,2,18.0,10.0,3.0,4.5,66.7,1.0,2.0,50.0,3.0,3.5,85.7,0.5,1.0,1.5,1.0,2.0,1.5,0.0, 14.0
153,Kemba Walker,NYK,3,20.3,10.0,3.7,9.3,39.3,1.7,5.7,29.4,1.0,1.0,100,0.0,3.3,3.3,4.7,0.3,0.0,1.0, 11.7
153,Payton Pritchard,BOS,3,18.0,10.0,3.7,8.3,44.0,2.7,6.0,44.4,0.0,0.0,0.0,0.7,3.0,3.7,4.0,0.0,0.7,1.0, 12.7
153,Raul Neto,WAS,4,17.8,10.0,3.8,7.0,53.6,0.8,2.0,37.5,1.8,2.3,77.8,0.3,1.3,1.5,2.5,0.8,0.0,1.3, 9.8
153,Shai Gilgeous-Alexander,OKC,3,21.0,10.0,3.7,8.7,42.3,1.3,4.7,28.6,1.3,2.3,57.1,0.0,2.3,2.3,4.7,0.3,0.7,1.7, 10.3
153,Yuta Watanabe,TOR,1,17.0,10.0,4.0,7.0,57.1,2.0,2.0,100,0.0,0.0,0.0,2.0,5.0,7.0,2.0,1.0,2.0,0.0, 19.0
162,Scottie Barnes,TOR,5,26.4,9.8,4.4,9.4,46.8,0.0,1.6,0.0,1.0,1.4,71.4,1.6,3.2,4.8,5.6,1.2,1.2,1.8, 15.4
163,Alperen Sengun,HOU,4,18.5,9.8,3.3,7.0,46.4,0.0,0.8,0.0,3.3,4.5,72.2,3.3,4.5,7.8,2.3,0.8,1.5,2.0, 15.0
163,Evan Fournier,NYK,4,25.5,9.8,2.8,7.8,35.5,1.5,5.0,30.0,2.8,3.0,91.7,0.0,2.3,2.3,1.5,0.5,0.5,1.3, 8.0
163,Jusuf Nurkić,POR,4,20.5,9.8,3.3,8.0,40.6,0.5,2.3,22.2,2.8,3.3,84.6,1.8,8.5,10.3,2.5,0.8,0.8,3.3, 15.5
163,Markus Howard,DEN,4,15.0,9.8,3.5,8.8,40.0,2.8,7.0,39.3,0.0,0.0,0.0,0.3,1.3,1.5,0.8,0.8,0.0,0.5, 7.0
167,Doug McDermott,SAS,5,21.0,9.6,3.4,8.0,42.5,1.8,4.2,42.9,1.0,1.0,100,0.8,1.4,2.2,1.8,0.0,0.2,0.6, 8.6
167,Nemanja Bjelica,GSW,5,18.4,9.6,3.6,8.0,45.0,1.6,3.6,44.4,0.8,0.8,100,1.6,2.4,4.0,3.0,0.6,0.6,0.4, 13.0
167,Svi Mykhailiuk,TOR,5,20.2,9.6,3.6,7.6,47.4,1.4,3.4,41.2,1.0,1.2,83.3,0.6,2.4,3.0,2.2,0.8,0.4,1.4, 10.4
170,Abdel Nader,PHX,4,16.3,9.5,3.5,6.5,53.8,0.8,1.8,42.9,1.8,1.8,100,0.3,2.8,3.0,0.8,1.3,0.3,0.8, 11.0
170,Dennis Schröder,HOU,2,23.0,9.5,3.5,9.0,38.9,0.5,2.5,20.0,2.0,2.0,100,0.0,3.5,3.5,5.0,2.5,0.5,2.5, 13.0
170,Jalen Smith,IND,4,21.5,9.5,3.5,8.3,42.4,0.3,2.5,10.0,2.3,2.5,90.0,3.5,4.5,8.0,0.3,0.5,0.5,1.0, 12.8
170,Josh Christopher,HOU,4,13.3,9.5,3.5,7.3,48.3,0.8,2.8,27.3,1.8,2.0,87.5,0.5,3.3,3.8,1.3,0.8,0.3,2.8, 8.8
170,Naz Reid,MIN,4,18.5,9.5,4.0,8.3,48.5,0.5,3.0,16.7,1.0,1.5,66.7,1.0,3.5,4.5,1.8,1.0,1.0,1.8, 11.3
170,Obi Toppin,NYK,4,19.3,9.5,4.0,8.5,47.1,0.8,2.8,27.3,0.8,1.0,75.0,1.3,5.0,6.3,1.3,0.5,1.3,1.3, 12.8
170,Russell Westbrook,LAL,4,25.3,9.5,3.5,10.0,35.0,1.0,2.8,36.4,1.5,2.5,60.0,0.5,5.0,5.5,5.0,1.0,0.3,5.8, 8.0
177,Aaron Gordon,DEN,4,23.8,9.3,3.0,8.0,37.5,1.0,3.0,33.3,2.3,3.3,69.2,0.5,3.8,4.3,2.5,0.3,0.3,0.3, 10.3
177,Aaron Holiday,PHX,4,16.8,9.3,3.5,6.8,51.9,0.8,1.8,42.9,1.5,2.0,75.0,0.5,3.5,4.0,2.5,0.8,0.0,2.0, 10.8
177,Aleksej Pokusevski,OKC,4,24.5,9.3,3.8,10.3,36.6,1.5,5.8,26.1,0.3,0.5,50.0,1.0,3.3,4.3,1.5,0.8,0.5,1.5, 8.0
177,Alex Caruso,CHI,4,23.3,9.3,3.0,6.0,50.0,1.0,2.5,40.0,2.3,2.5,90.0,0.0,3.5,3.5,5.5,1.5,0.3,1.0, 15.8
177,Andrew Wiggins,GSW,4,19.0,9.3,3.3,9.3,35.1,1.0,4.5,22.2,1.8,2.8,63.6,1.0,3.3,4.3,2.0,0.8,0.8,1.0, 9.0
182,Damion Lee,GSW,5,17.8,9.2,3.4,6.8,50.0,0.4,2.8,14.3,2.0,2.2,90.9,0.8,2.6,3.4,1.0,0.4,0.0,0.4, 10.0
182,Devin Vassell,SAS,5,21.4,9.2,3.4,8.0,42.5,1.0,3.0,33.3,1.4,1.4,100,1.8,3.8,5.6,0.8,0.8,0.8,1.8, 10.8
184,Alec Burks,NYK,3,21.3,9.0,3.0,8.0,37.5,2.0,5.7,35.3,1.0,1.3,75.0,0.0,1.7,1.7,2.0,1.0,0.7,0.7, 8.3
184,Boban Marjanović,DAL,3,10.3,9.0,3.3,6.7,50.0,0.7,1.7,40.0,1.7,2.7,62.5,1.7,2.7,4.3,0.3,0.3,0.0,1.0, 8.7
184,Dwight Howard,LAL,5,15.0,9.0,3.2,5.8,55.2,0.0,0.2,0.0,2.6,3.8,68.4,3.2,3.6,6.8,0.8,0.8,1.2,1.4, 13.4
184,Richaun Holmes,SAC,4,18.5,9.0,3.5,7.0,50.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,4.0,6.0,1.5,0.8,0.8,0.5, 13.0
184,Ricky Rubio,IND,5,17.2,9.0,3.4,8.0,42.5,0.4,2.2,18.2,1.8,2.0,90.0,0.4,1.4,1.8,5.2,0.8,0.0,2.0, 10.0
184,Ruben Nembhard Jr.,CLE,1,19.0,9.0,4.0,7.0,57.1,0.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0, 13.0
190,Javonte Smart,MIA,5,18.0,8.8,3.2,7.8,41.0,1.0,4.0,25.0,1.4,1.6,87.5,0.4,2.2,2.6,1.6,0.8,0.0,1.4, 7.6
191,Cameron Payne,PHX,4,23.0,8.8,3.5,10.3,34.1,0.5,3.8,13.3,1.3,1.3,100,1.3,1.8,3.0,5.8,1.0,0.0,2.3, 9.5
191,Cedi Osman,CLE,4,17.8,8.8,3.5,6.5,53.8,1.8,3.8,46.7,0.0,0.5,0.0,0.3,1.5,1.8,1.3,0.8,0.0,1.5, 7.5
191,Darius Garland,CLE,4,23.8,8.8,3.0,7.5,40.0,1.5,4.3,35.3,1.3,1.8,71.4,0.0,1.5,1.5,4.0,1.3,0.0,3.5, 7.0
191,Isaiah Stewart,DET,4,22.0,8.8,3.8,6.0,62.5,0.3,1.0,25.0,1.0,1.5,66.7,1.3,6.8,8.0,0.5,0.0,1.8,1.0, 15.3
191,Jaylen Nowell,MIN,4,15.3,8.8,3.3,8.5,38.2,1.0,3.5,28.6,1.3,1.3,100,1.0,2.5,3.5,2.8,1.0,0.5,0.3, 11.0
191,Kendrick Nunn,LAL,4,23.8,8.8,3.5,9.5,36.8,1.3,4.5,27.8,0.5,0.5,100,0.8,3.0,3.8,1.3,0.0,0.3,1.5, 6.5
191,Malik Beasley,MIN,4,22.5,8.8,3.5,9.3,37.8,1.3,5.3,23.8,0.5,0.5,100,0.3,2.5,2.8,1.5,0.5,0.3,0.5, 7.5
191,Pat Connaughton,MIL,4,19.8,8.8,3.0,7.3,41.4,2.0,5.8,34.8,0.8,0.8,100,0.3,2.3,2.5,2.3,0.3,0.0,0.3, 9.3
191,Paul Reed,PHI,4,22.0,8.8,3.3,5.8,56.5,0.0,0.8,0.0,2.3,3.0,75.0,3.0,4.5,7.5,1.0,1.5,1.5,1.8, 15.3
200,Daniel Theis,BOS,3,19.0,8.7,3.7,7.0,52.4,0.0,2.0,0.0,1.3,1.7,80.0,0.7,2.3,3.0,0.0,1.0,0.0,1.7, 7.3
200,Paul Millsap,PHI,3,19.3,8.7,3.7,8.3,44.0,1.3,3.0,44.4,0.0,0.3,0.0,2.3,5.7,8.0,2.3,1.3,1.0,2.7, 13.7
202,Jarrett Allen,CLE,5,20.4,8.6,2.6,5.2,50.0,0.0,0.0,0.0,3.4,4.6,73.9,1.0,5.0,6.0,0.4,1.4,0.6,0.4, 12.8
203,Elijah Hughes,POR,4,17.8,8.5,2.8,7.8,35.5,2.3,5.3,42.9,0.8,1.3,60.0,0.0,3.3,3.3,2.3,0.5,0.0,1.5, 7.5
203,Georges Niang,PHI,4,20.0,8.5,3.3,7.5,43.3,1.8,4.3,41.2,0.3,0.5,50.0,0.5,1.8,2.3,2.3,1.5,0.5,0.5, 10.0
203,Hamidou Diallo,DET,4,19.8,8.5,3.5,6.8,51.9,0.0,1.5,0.0,1.5,2.3,66.7,0.8,3.5,4.3,1.3,1.3,0.3,2.3, 9.3
203,James Johnson,BKN,2,18.0,8.5,3.5,6.0,58.3,0.5,2.0,25.0,1.0,1.0,100,0.5,1.0,1.5,1.5,1.0,1.0,0.0, 11.0
203,Saddiq Bey,DET,2,19.0,8.5,3.0,6.5,46.2,0.5,2.0,25.0,2.0,2.0,100,0.5,4.5,5.0,1.5,0.5,0.0,1.5, 10.5
203,Taurean Prince,MIN,4,18.8,8.5,3.3,7.5,43.3,2.0,5.0,40.0,0.0,0.0,0.0,0.3,2.8,3.0,1.0,1.0,0.0,0.3, 9.0
209,Evan Mobley,CLE,5,25.4,8.4,3.6,8.2,43.9,0.2,0.8,25.0,1.0,1.6,62.5,1.2,6.4,7.6,1.6,1.0,1.6,1.2, 13.8
209,Sandro Mamukelashvili,MIL,5,22.2,8.4,3.2,7.6,42.1,0.6,2.2,27.3,1.4,2.4,58.3,2.6,4.0,6.6,1.2,0.2,0.4,1.6, 9.8
211,Kentavious Caldwell-Pope,WAS,3,22.7,8.3,2.7,5.0,53.3,2.3,4.3,53.8,0.7,1.0,66.7,0.7,2.3,3.0,2.0,1.3,1.0,2.3, 10.7
212,Kyle Anderson,MEM,4,24.5,8.3,3.3,9.8,33.3,0.8,3.3,23.1,1.0,1.0,100,0.8,5.0,5.8,2.3,1.0,1.5,1.8, 10.5
213,Ziaire Williams,MEM,5,22.8,8.2,2.6,8.0,32.5,0.6,3.2,18.8,2.4,3.0,80.0,1.0,1.6,2.6,1.6,1.0,0.2,1.6, 6.0
214,A.J. Lawson,ATL,1,7.0,8.0,2.0,3.0,66.7,2.0,2.0,100,2.0,2.0,100,0.0,2.0,2.0,0.0,0.0,0.0,1.0, 8.0
214,Alize Johnson,NOP,4,13.5,8.0,3.0,4.0,75.0,0.0,0.3,0.0,2.0,2.3,88.9,2.8,6.3,9.0,2.3,1.0,0.3,0.8, 18.5
214,Amir Coffey,LAC,4,22.5,8.0,2.8,7.5,36.7,0.8,3.5,21.4,1.8,2.3,77.8,0.5,2.5,3.0,1.8,1.3,0.5,1.5, 7.8
214,Cody Zeller,POR,1,13.0,8.0,3.0,3.0,100,0.0,0.0,0.0,2.0,2.0,100,2.0,5.0,7.0,0.0,0.0,0.0,2.0, 13.0
214,Darius Bazley,OKC,3,22.7,8.0,2.7,5.7,47.1,1.3,3.3,40.0,1.3,3.0,44.4,0.7,5.0,5.7,1.3,1.7,0.3,1.0, 11.3
214,DeAndre Jordan,PHI,5,18.0,8.0,3.2,4.0,80.0,0.0,0.0,0.0,1.6,2.6,61.5,1.0,6.2,7.2,0.8,0.6,1.2,0.6, 15.4
214,Goran Dragic,BKN,4,18.5,8.0,2.5,6.8,37.0,1.8,3.5,50.0,1.3,1.3,100,0.8,1.5,2.3,1.3,0.5,0.3,1.5, 6.5
214,Isaiah Roby,OKC,3,14.3,8.0,3.0,6.0,50.0,0.7,2.0,33.3,1.3,1.3,100,0.3,2.0,2.3,1.0,0.7,0.3,0.3, 9.0
214,JaMychal Green,DEN,3,16.3,8.0,2.7,7.0,38.1,0.7,4.3,15.4,2.0,2.0,100,1.7,4.3,6.0,1.3,0.7,0.3,1.7, 10.3
214,Jaxson Hayes,NOP,1,20.0,8.0,4.0,8.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,2.0,2.0, 9.0
214,Jeff Green,DEN,4,15.5,8.0,2.5,5.0,50.0,1.0,2.3,44.4,2.0,2.8,72.7,0.5,1.0,1.5,0.8,0.5,0.5,1.8, 6.3
214,Justin Holiday,SAC,2,14.5,8.0,3.0,5.5,54.5,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5, 6.0
214,Mikal Bridges,PHX,4,20.3,8.0,3.3,8.8,37.1,1.0,2.8,36.4,0.5,0.5,100,0.3,3.0,3.3,1.8,0.5,0.8,0.8, 8.0
214,Theo Pinson,DAL,2,16.5,8.0,2.5,7.0,35.7,0.0,3.0,0.0,3.0,4.0,75.0,0.0,2.5,2.5,2.5,0.5,0.0,0.5, 7.5
214,Tre Mann,OKC,4,17.8,8.0,2.8,7.8,35.5,0.8,3.3,23.1,1.8,2.0,87.5,1.3,2.0,3.3,1.3,1.0,0.0,2.5, 5.8
229,Lonnie Walker IV,SAS,5,20.8,7.8,3.2,9.2,34.8,1.0,4.4,22.7,0.4,1.0,40.0,0.0,1.8,1.8,2.4,0.6,0.2,1.0, 5.2
229,Tyus Jones,MEM,5,19.4,7.8,2.8,6.0,46.7,1.2,3.4,35.3,1.0,1.0,100,0.4,2.6,3.0,2.4,1.0,0.2,1.0, 10.2
231,Cody Martin,CHA,4,25.3,7.8,3.3,6.0,54.2,1.3,3.0,41.7,0.0,0.5,0.0,1.0,3.8,4.8,2.3,1.8,0.8,2.3, 11.8
231,Cory Joseph,DET,4,19.8,7.8,3.8,6.8,55.6,0.3,0.8,33.3,0.0,0.0,0.0,0.0,2.0,2.0,3.5,0.0,0.0,2.3, 8.0
231,Devonte' Graham,NOP,4,21.0,7.8,2.5,7.0,35.7,2.0,4.8,42.1,0.8,1.0,75.0,0.5,2.0,2.5,2.5,0.3,0.0,2.0, 6.3
231,Eugene Omoruyi,DAL,4,17.0,7.8,3.0,6.5,46.2,0.5,1.8,28.6,1.3,1.5,83.3,2.3,2.8,5.0,2.3,1.0,0.3,1.5, 11.0
231,P.J. Washington,CHA,4,18.5,7.8,3.0,7.5,40.0,1.3,4.5,27.8,0.5,1.0,50.0,1.0,3.3,4.3,0.3,0.8,1.0,0.8, 8.3
236,Dylan Windler,CLE,3,21.0,7.7,2.7,5.0,53.3,1.7,3.3,50.0,0.7,1.3,50.0,1.0,2.7,3.7,2.0,0.7,0.3,0.7, 10.7
236,Jae Crowder,PHX,3,20.3,7.7,2.7,7.7,34.8,2.0,5.7,35.3,0.3,0.3,100,0.3,5.0,5.3,1.3,0.7,0.0,1.3, 8.7
236,Robert Covington,LAC,3,26.0,7.7,2.3,6.0,38.9,1.7,4.7,35.7,1.3,1.3,100,1.0,5.0,6.0,0.3,1.7,1.3,0.7, 12.7
236,Tyrese Haliburton,IND,3,25.3,7.7,3.0,8.0,37.5,1.0,2.7,37.5,0.7,0.7,100,1.3,4.0,5.3,4.3,1.7,0.3,2.3, 12.0
240,Chaundee Brown Jr.,ATL,5,12.2,7.6,2.8,6.0,46.7,1.0,2.2,45.5,1.0,1.4,71.4,0.8,0.6,1.4,0.2,0.4,0.0,0.8, 5.2
240,Markieff Morris,MIA,5,19.0,7.6,3.0,6.8,44.1,0.2,1.8,11.1,1.4,2.0,70.0,1.6,3.2,4.8,1.2,0.6,0.4,1.0, 9.2
242,Armoni Brooks,TOR,4,13.5,7.5,2.3,5.0,45.0,2.3,5.0,45.0,0.8,1.0,75.0,0.3,0.5,0.8,0.8,0.3,0.0,0.8, 5.5
242,Austin Reaves,LAL,6,22.0,7.5,2.3,6.0,38.9,1.7,4.8,34.5,1.2,1.2,100,1.0,1.2,2.2,2.8,1.2,0.2,1.0, 9.2
242,Day'Ron Sharpe,BKN,2,9.5,7.5,2.5,4.5,55.6,0.0,1.0,0.0,2.5,3.5,71.4,1.5,2.0,3.5,0.5,1.0,0.0,0.0, 9.5
242,Devontae Cacok,SAS,2,10.0,7.5,3.0,3.5,85.7,0.5,0.5,100,1.0,1.5,66.7,0.0,1.5,1.5,1.0,0.5,0.0,0.0, 9.5
242,Isaiah Hartenstein,LAC,4,13.3,7.5,3.3,4.5,72.2,0.0,0.0,0.0,1.0,2.0,50.0,1.5,3.5,5.0,3.5,0.3,1.8,2.3, 13.5
242,Kent Bazemore,LAL,6,22.5,7.5,2.5,6.7,37.5,1.5,4.2,36.0,1.0,1.3,75.0,0.2,2.8,3.0,1.2,0.8,0.2,1.5, 6.7
242,Kira Lewis Jr.,NOP,4,19.3,7.5,3.3,8.3,39.4,0.8,2.3,33.3,0.3,0.3,100,0.5,3.8,4.3,3.0,0.5,0.0,0.8, 9.5
242,Moses Brown,CLE,4,10.3,7.5,2.8,4.5,61.1,0.0,0.0,0.0,2.0,3.8,53.3,1.5,2.5,4.0,0.0,0.0,0.8,0.3, 8.5
242,Paul George,LAC,2,17.0,7.5,3.0,9.0,33.3,1.0,5.0,20.0,0.5,0.5,100,0.0,3.0,3.0,3.0,0.5,0.0,1.5, 6.5
242,Saben Lee,DET,4,22.8,7.5,2.5,6.5,38.5,1.0,1.8,57.1,1.5,2.0,75.0,0.0,2.5,2.5,4.0,1.3,0.5,0.8, 10.5
252,Justin Champagnie,TOR,5,18.4,7.4,2.8,6.0,46.7,0.6,2.2,27.3,1.2,1.4,85.7,2.0,3.8,5.8,1.4,1.6,0.8,1.4, 12.2
253,Kevin Knox II,ATL,3,12.0,7.3,2.7,5.7,47.1,2.0,4.3,46.2,0.0,0.0,0.0,0.0,3.0,3.0,0.7,0.0,0.0,0.0, 8.0
254,Caleb Martin,MIA,4,17.5,7.3,2.8,7.5,36.7,0.8,2.5,30.0,1.0,1.5,66.7,0.5,1.8,2.3,2.5,0.5,1.0,0.5, 7.8
254,Isaiah Jackson,IND,4,14.3,7.3,3.3,4.8,68.4,0.5,1.5,33.3,0.3,0.5,50.0,1.5,2.3,3.8,0.5,1.3,1.0,1.0, 11.0
256,Omer Yurtseven,MIA,5,12.8,7.2,3.0,5.2,57.7,0.4,0.8,50.0,0.8,1.2,66.7,3.6,3.0,6.6,1.0,0.6,0.4,1.6, 11.6
257,Gordon Hayward,CHA,1,17.0,7.0,3.0,7.0,42.9,1.0,2.0,50.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0, 5.0
257,Grant Riller,PHI,1,14.0,7.0,3.0,5.0,60.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0, 3.0
257,Ivica Zubac,LAC,3,17.3,7.0,2.7,4.7,57.1,0.0,0.0,0.0,1.7,2.0,83.3,1.3,4.7,6.0,1.0,0.7,1.3,0.7, 13.0
257,Jabari Parker,BOS,3,17.7,7.0,2.7,6.7,40.0,1.0,2.0,50.0,0.7,0.7,100,0.0,1.3,1.3,1.3,1.3,0.3,0.7, 6.7
257,Jalen McDaniels,CHA,4,27.3,7.0,2.8,9.3,29.7,0.8,4.0,18.8,0.8,0.8,100,0.8,5.3,6.0,0.8,0.8,0.3,1.0, 7.3
257,Jay Scrubb,LAC,4,17.3,7.0,3.3,6.0,54.2,0.3,1.8,14.3,0.3,0.5,50.0,0.0,1.0,1.0,0.5,1.0,0.5,1.3, 5.8
257,Josh Richardson,SAS,3,21.3,7.0,2.7,7.3,36.4,0.7,3.3,20.0,1.0,1.3,75.0,0.0,2.3,2.3,1.7,1.0,0.7,0.7, 7.0
257,Shaq Buchanan,MEM,1,12.0,7.0,3.0,10.0,30.0,0.0,3.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0, 3.0
257,Sterling Brown,DAL,4,17.0,7.0,2.5,6.3,40.0,1.8,3.8,46.7,0.3,0.5,50.0,0.8,3.3,4.0,1.8,0.5,0.0,1.0, 8.3
257,Trey Lyles,SAC,4,18.3,7.0,2.5,6.3,40.0,1.0,3.3,30.8,1.0,1.3,80.0,1.0,3.8,4.8,1.5,0.8,0.3,1.0, 9.3
267,CJ Elleby,POR,4,21.5,6.8,2.5,6.0,41.7,1.0,3.5,28.6,0.8,1.0,75.0,0.3,1.5,1.8,1.3,1.0,0.3,2.5, 4.8
267,Draymond Green,GSW,4,19.5,6.8,2.5,5.5,45.5,0.8,2.0,37.5,1.0,1.5,66.7,0.8,3.5,4.3,3.8,1.3,0.8,2.5, 10.8
267,Elfrid Payton,PHX,4,17.8,6.8,3.0,5.5,54.5,0.3,0.5,50.0,0.5,0.5,100,0.5,2.5,3.0,3.8,2.0,0.5,1.3, 12.3
267,Immanuel Quickley,NYK,4,18.8,6.8,2.5,7.5,33.3,1.0,3.5,28.6,0.8,0.8,100,0.5,2.5,3.0,4.0,0.0,0.3,1.0, 8.0
267,KJ Martin,HOU,4,13.8,6.8,3.0,5.5,54.5,0.3,0.8,33.3,0.5,2.3,22.2,2.3,2.0,4.3,1.5,1.0,0.3,0.8, 8.8
272,Tristan Thompson,CHI,3,16.0,6.7,2.7,7.0,38.1,0.0,0.0,0.0,1.3,2.3,57.1,2.7,4.7,7.3,0.3,1.0,0.7,0.3, 10.3
273,Drew Eubanks,POR,5,17.4,6.6,2.2,4.0,55.0,0.2,0.6,33.3,2.0,2.6,76.9,2.4,4.6,7.0,3.0,0.4,0.6,1.4, 13.8
274,Aaron Wiggins,OKC,4,17.0,6.5,2.3,5.3,42.9,1.8,3.3,53.8,0.3,0.5,50.0,0.5,0.8,1.3,0.8,1.5,0.8,0.5, 7.0
274,E'Twaun Moore,ORL,4,15.5,6.5,2.5,5.5,45.5,1.0,2.0,50.0,0.5,0.5,100,1.0,1.8,2.8,1.0,0.5,0.0,1.0, 6.8
274,Gary Harris,ORL,4,19.0,6.5,3.0,7.0,42.9,0.5,2.5,20.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,0.5,0.8,0.3, 6.0
274,Herbert Jones,NOP,4,20.0,6.5,2.8,5.5,50.0,0.3,0.3,100,0.8,1.3,60.0,1.5,1.5,3.0,1.8,1.3,0.8,0.3, 9.8
274,Kelan Martin,BOS,2,12.0,6.5,2.5,5.0,50.0,1.0,2.5,40.0,0.5,1.0,50.0,0.5,2.0,2.5,1.0,0.0,0.0,0.5, 6.5
274,Kyle Lowry,MIA,4,22.0,6.5,2.0,6.5,30.8,1.3,4.0,31.3,1.3,1.8,71.4,0.8,2.8,3.5,6.0,2.3,0.3,2.5, 11.0
274,Marcus Smart,BOS,2,25.5,6.5,2.0,6.5,30.8,0.5,2.5,20.0,2.0,2.0,100,1.0,1.5,2.5,4.5,0.0,0.0,2.0, 7.0
274,Moritz Wagner,ORL,4,15.3,6.5,2.0,5.5,36.4,1.5,3.8,40.0,1.0,1.5,66.7,0.0,2.3,2.3,0.8,1.0,0.5,2.0, 5.0
282,Kevin Love,CLE,5,13.0,6.4,2.0,4.0,50.0,1.4,3.2,43.8,1.0,1.2,83.3,0.2,2.6,2.8,1.4,0.0,0.2,1.0, 7.6
282,Vlatko Čančar,DEN,5,14.0,6.4,2.4,4.8,50.0,1.2,2.6,46.2,0.4,0.4,100,0.4,0.8,1.2,1.0,0.4,0.2,0.6, 6.2
284,Danny Green,PHI,3,15.7,6.3,2.3,6.0,38.9,1.7,5.0,33.3,0.0,0.0,0.0,1.3,1.7,3.0,0.7,1.0,0.3,0.0, 7.7
284,DeAndre' Bembry,MIL,3,20.3,6.3,2.0,4.0,50.0,0.0,1.3,0.0,2.3,4.0,58.3,1.0,3.0,4.0,1.3,1.7,0.3,1.3, 8.7
286,Ayo Dosunmu,CHI,4,8.8,6.3,2.8,5.5,50.0,0.3,0.8,33.3,0.5,0.5,100,0.5,0.5,1.0,0.3,0.8,0.5,0.8, 5.3
286,Carlik Jones,DEN,4,12.8,6.3,2.5,5.8,43.5,0.3,0.8,33.3,1.0,1.0,100,0.3,2.3,2.5,2.0,1.5,0.3,1.5, 7.8
286,Corey Kispert,WAS,4,17.8,6.3,2.5,6.8,37.0,1.3,4.5,27.8,0.0,0.0,0.0,0.3,1.0,1.3,1.0,0.5,0.0,0.3, 4.5
286,Goga Bitadze,IND,4,14.0,6.3,2.0,5.5,36.4,1.5,4.3,35.3,0.8,1.3,60.0,0.3,2.3,2.5,0.3,0.3,1.8,0.8, 6.3
286,Harry Giles III,LAC,4,13.8,6.3,2.3,5.5,40.9,0.0,0.5,0.0,1.8,2.0,87.5,2.0,5.5,7.5,1.5,0.3,0.3,1.0, 11.3
286,Jakob Poeltl,SAS,4,21.3,6.3,3.0,5.3,57.1,0.0,0.0,0.0,0.3,1.0,25.0,2.8,5.0,7.8,2.8,0.5,1.5,1.0, 14.8
286,Javonte Green,CHI,4,16.5,6.3,2.5,4.0,62.5,0.5,0.5,100,0.8,0.8,100,1.8,3.3,5.0,0.5,1.8,1.5,0.0, 13.5
286,Monté Morris,DEN,4,21.5,6.3,2.8,6.8,40.7,0.8,2.5,30.0,0.0,1.3,0.0,0.0,1.5,1.5,3.0,0.8,0.3,1.0, 5.5
286,Royce O'Neale,UTA,4,18.5,6.3,2.5,6.0,41.7,0.8,3.5,21.4,0.5,0.8,66.7,1.5,2.8,4.3,0.8,1.3,0.3,0.5, 8.5
295,Justin Robinson,DET,5,17.0,6.2,2.4,5.8,41.4,1.0,2.8,35.7,0.4,0.4,100,0.2,1.6,1.8,1.8,0.4,0.0,0.8, 6.0
296,Bol Bol,ORL,5,17.6,6.0,2.0,5.4,37.0,0.2,1.6,12.5,1.8,2.2,81.8,0.8,5.0,5.8,0.4,0.0,2.8,2.8, 8.4
296,Bruce Brown,BKN,4,17.5,6.0,2.3,4.3,52.9,0.5,1.3,40.0,1.0,1.0,100,0.0,2.3,2.3,0.8,1.0,0.3,0.8, 7.5
