#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
31,CJ McCollum,NOP,3,21.3,16.0,6.3,15.3,41.3,2.7,7.3,36.4,0.7,0.7,100,0.3,1.0,1.3,3.3,1.0,0.0,1.7, 11.0
31,Malcolm Brogdon,IND,2,23.0,16.0,7.0,11.5,60.9,1.5,3.5,42.9,0.5,1.5,33.3,0.5,3.0,3.5,3.5,0.5,0.0,3.0, 15.0
31,Terry Rozier,CHA,2,22.5,16.0,4.5,9.0,50.0,3.0,6.0,50.0,4.0,5.0,80.0,0.0,0.5,0.5,4.5,0.5,0.5,1.5, 15.0
35,James Bouknight,CHA,4,23.8,15.8,5.8,12.8,45.1,0.8,3.8,20.0,3.5,3.8,93.3,0.5,2.0,2.5,1.0,1.0,0.3,2.5, 10.8
36,D'Angelo Russell,MIN,3,21.0,15.7,5.3,11.0,48.5,2.7,5.3,50.0,2.3,2.7,87.5,0.3,3.3,3.7,6.7,0.7,0.0,2.0, 18.7
37,Andre Drummond,BKN,4,21.8,15.5,5.8,9.3,62.2,0.0,0.0,0.0,4.0,6.5,61.5,3.0,5.5,8.5,3.0,0.8,1.8,2.8, 20.8
37,Damian Lillard,POR,2,21.0,15.5,5.5,9.5,57.9,3.0,6.5,46.2,1.5,2.0,75.0,0.5,2.5,3.0,2.0,0.0,0.0,2.5, 13.5
39,Terence Davis,SAC,4,18.5,15.3,5.3,11.3,46.7,3.0,7.8,38.7,1.8,2.0,87.5,0.5,3.3,3.8,1.8,1.5,0.0,1.0, 15.0
40,Bones Hyland,DEN,5,27.8,15.2,5.6,12.2,45.9,2.6,7.6,34.2,1.4,1.8,77.8,0.2,3.8,4.0,4.6,0.8,0.4,2.2, 15.8
41,Harrison Barnes,SAC,4,26.0,15.0,5.3,10.5,50.0,2.8,6.8,40.7,1.8,2.0,87.5,0.8,3.3,4.0,2.3,0.8,0.3,0.3, 16.5
41,Karl-Anthony Towns,MIN,4,22.8,15.0,5.5,10.0,55.0,1.0,4.3,23.5,3.0,3.3,92.3,1.8,5.5,7.3,4.0,0.8,0.8,2.3, 20.8
41,Keldon Johnson,SAS,5,25.2,15.0,5.6,12.0,46.7,0.8,2.8,28.6,3.0,4.8,62.5,0.0,4.0,4.0,2.2,0.4,0.0,1.2, 12.2
44,Nickeil Alexander-Walker,UTA,4,24.3,14.8,4.8,13.3,35.8,2.5,7.3,34.5,2.8,3.5,78.6,0.5,2.5,3.0,2.8,1.3,0.5,1.8, 11.3
44,Nikola Vučević,CHI,4,28.3,14.8,6.5,14.3,45.6,0.3,4.0,6.3,1.5,1.5,100,2.3,6.8,9.0,2.5,2.3,0.3,1.3, 19.8
46,Luguentz Dort,OKC,3,20.7,14.7,5.0,9.0,55.6,3.3,5.3,62.5,1.3,1.7,80.0,0.0,1.7,1.7,1.3,0.7,0.0,1.3, 12.7
47,Anthony Davis,LAL,5,25.6,14.6,4.8,12.4,38.7,0.4,1.6,25.0,4.6,7.2,63.9,1.0,5.0,6.0,2.2,1.6,1.4,0.6, 15.0
48,Anthony Edwards,MIN,4,25.8,14.5,5.8,13.0,44.2,1.0,4.8,21.1,2.0,2.0,100,0.8,2.0,2.8,2.8,1.5,0.5,3.0, 11.8
48,Bojan Bogdanović,UTA,2,21.0,14.5,4.5,10.0,45.0,2.0,6.5,30.8,3.5,3.5,100,0.5,1.5,2.0,1.0,2.0,0.0,2.0, 12.0
48,De'Aaron Fox,SAC,4,25.5,14.5,5.0,13.3,37.7,1.3,5.0,25.0,3.3,3.5,92.9,0.5,3.8,4.3,4.3,1.0,0.0,2.3, 13.3
51,Collin Sexton,CLE,3,26.0,14.3,4.7,13.7,34.1,2.0,5.0,40.0,3.0,4.7,64.3,0.3,2.0,2.3,2.0,1.0,0.0,5.0, 4.0
51,Luka Dončić,DAL,3,19.7,14.3,5.7,11.7,48.6,2.0,5.7,35.3,1.0,1.3,75.0,0.7,5.3,6.0,7.3,1.0,0.0,2.0, 20.3
53,John Collins,ATL,4,25.3,14.3,5.3,10.8,48.8,0.5,1.5,33.3,3.3,4.3,76.5,2.0,8.0,10.0,1.3,1.3,0.8,2.3, 18.8
54,Brandon Ingram,NOP,1,23.0,14.0,5.0,9.0,55.6,0.0,1.0,0.0,4.0,4.0,100,0.0,1.0,1.0,3.0,2.0,0.0,4.0, 12.0
54,Tobias Harris,PHI,1,24.0,14.0,5.0,9.0,55.6,1.0,2.0,50.0,3.0,3.0,100,1.0,3.0,4.0,4.0,1.0,0.0,1.0, 18.0
56,Chris Duarte,IND,4,23.0,13.8,5.5,12.3,44.9,1.5,4.8,31.6,1.3,1.8,71.4,1.0,2.3,3.3,2.8,0.8,0.5,1.5, 12.3
56,Jordan Clarkson,UTA,4,18.0,13.8,4.5,11.3,40.0,3.0,7.8,38.7,1.8,1.8,100,0.5,3.0,3.5,1.3,0.8,0.3,0.8, 12.0
56,Luke Kennard,LAC,4,24.5,13.8,4.3,10.8,39.5,2.5,6.0,41.7,2.8,3.3,84.6,0.3,3.5,3.8,1.8,1.0,0.0,1.0, 12.3
56,Montrezl Harrell,CHA,4,20.3,13.8,4.0,8.3,48.5,0.0,0.3,0.0,5.8,7.0,82.1,2.8,3.8,6.5,1.5,0.8,1.8,1.0, 17.8
60,Joe Harris,BKN,3,26.0,13.7,4.7,7.3,63.6,4.3,6.7,65.0,0.0,0.0,0.0,0.3,2.3,2.7,1.7,0.0,0.0,1.0, 14.3
61,Christian Wood,HOU,4,27.0,13.5,5.3,10.8,48.8,0.8,3.0,25.0,2.3,6.3,36.0,1.3,9.0,10.3,2.0,0.3,0.8,2.5, 14.8
61,De'Andre Hunter,ATL,2,27.5,13.5,4.5,11.5,39.1,3.0,4.5,66.7,1.5,1.5,100,0.5,2.0,2.5,2.5,0.5,0.5,1.5, 11.0
61,Domantas Sabonis,SAC,4,24.5,13.5,5.5,10.0,55.0,0.8,2.8,27.3,1.8,2.3,77.8,2.3,7.0,9.3,3.0,1.3,0.3,3.0, 19.3
61,Josh Giddey,OKC,4,28.8,13.5,5.8,11.0,52.3,1.0,2.5,40.0,1.0,1.8,57.1,1.3,5.8,7.0,5.0,0.3,0.0,2.3, 17.5
61,Max Strus,MIA,6,24.3,13.5,4.7,9.8,47.5,3.3,7.0,47.6,0.8,1.0,83.3,0.7,3.3,4.0,1.0,0.5,0.0,1.0, 12.7
61,Spencer Dinwiddie,DAL,4,23.5,13.5,4.5,10.0,45.0,1.8,4.0,43.8,2.8,3.3,84.6,0.0,3.0,3.0,4.8,0.5,0.0,1.5, 14.3
67,Donovan Mitchell,UTA,3,22.0,13.3,5.7,15.0,37.8,1.0,5.7,17.6,1.0,1.0,100,0.3,1.0,1.3,3.3,1.7,1.0,2.7, 8.7
67,Frank Jackson,DET,3,26.3,13.3,3.7,9.7,37.9,2.0,5.3,37.5,4.0,4.3,92.3,1.3,1.7,3.0,1.0,1.3,0.0,0.7, 11.7
67,Jalen Brunson,DAL,3,20.7,13.3,5.7,10.0,56.7,0.7,2.3,28.6,1.3,1.7,80.0,1.0,3.3,4.3,4.7,1.0,0.3,0.7, 18.3
67,Tyrese Maxey,PHI,3,21.7,13.3,6.0,12.0,50.0,1.0,3.0,33.3,0.3,0.3,100,1.0,1.0,2.0,3.7,0.7,0.0,2.3, 11.3
71,Jalen Green,HOU,4,28.3,13.3,4.0,11.8,34.0,1.5,6.5,23.1,3.8,4.5,83.3,0.3,3.5,3.8,2.3,0.8,0.0,2.5, 9.0
71,Terance Mann,LAC,4,24.8,13.3,5.0,12.0,41.7,1.3,3.8,33.3,2.0,2.3,88.9,2.0,1.8,3.8,2.5,0.3,0.5,1.3, 11.8
73,Furkan Korkmaz,PHI,4,25.8,13.0,5.0,12.3,40.8,1.8,6.8,25.9,1.3,1.5,83.3,0.5,1.8,2.3,2.3,1.0,0.0,1.0, 10.0
73,Jonas Valančiūnas,NOP,3,23.3,13.0,5.0,11.7,42.9,0.3,1.3,25.0,2.7,3.3,80.0,1.3,5.0,6.3,2.0,1.0,1.3,1.7, 14.7
73,Kristaps Porziņģis,WAS,3,19.3,13.0,4.7,8.0,58.3,1.3,4.0,33.3,2.3,3.7,63.6,1.7,4.3,6.0,3.0,1.3,1.7,1.7, 18.7
73,Norman Powell,LAC,3,21.3,13.0,5.0,12.0,41.7,1.3,4.3,30.8,1.7,2.0,83.3,0.3,2.0,2.3,0.3,0.3,0.0,1.3, 7.3
73,Otto Porter Jr.,GSW,5,18.8,13.0,4.0,8.0,50.0,3.2,5.8,55.2,1.8,2.4,75.0,0.6,4.4,5.0,1.8,0.8,0.2,0.4, 15.8
73,Rudy Gobert,UTA,2,20.0,13.0,4.5,6.0,75.0,0.0,0.0,0.0,4.0,5.5,72.7,2.5,9.5,12.0,1.5,1.0,1.5,2.5, 23.5
79,Bryn Forbes,DEN,5,19.4,12.8,4.8,10.4,46.2,2.6,5.4,48.1,0.6,0.8,75.0,0.2,1.2,1.4,1.0,0.2,0.0,0.8, 8.8
80,Josh Jackson,SAC,4,28.8,12.8,5.0,11.0,45.5,2.0,5.5,36.4,0.8,1.5,50.0,1.3,3.8,5.0,4.3,0.3,1.0,1.3, 15.3
80,LaMelo Ball,CHA,4,20.5,12.8,5.3,13.5,38.9,1.0,4.8,21.1,1.3,1.3,100,1.0,3.3,4.3,5.5,1.3,0.0,2.5, 13.0
82,Buddy Hield,IND,3,23.3,12.7,4.3,13.7,31.7,3.3,11.3,29.4,0.7,0.7,100,0.7,4.3,5.0,3.3,0.0,0.0,0.7, 11.0
82,Malik Monk,LAL,3,21.0,12.7,5.0,9.7,51.7,2.7,5.7,47.1,0.0,0.0,0.0,0.3,1.7,2.0,2.0,0.0,0.3,3.7, 8.7
82,Talen Horton-Tucker,LAL,3,23.0,12.7,3.7,9.3,39.3,1.3,3.7,36.4,4.0,5.7,70.6,0.7,2.7,3.3,2.7,1.0,0.0,3.0, 9.3
85,Danilo Gallinari,ATL,2,21.5,12.5,3.5,9.0,38.9,1.0,3.5,28.6,4.5,4.5,100,1.5,4.5,6.0,1.0,0.0,0.0,0.5, 13.5
85,Fred VanVleet,TOR,4,24.5,12.5,4.8,11.0,43.2,2.8,6.8,40.7,0.3,0.8,33.3,0.3,3.0,3.3,5.0,1.3,0.3,1.3, 14.3
85,Romeo Langford,SAS,4,21.0,12.5,4.8,8.5,55.9,2.3,3.8,60.0,0.8,1.0,75.0,0.8,1.8,2.5,0.8,0.8,0.3,1.0, 11.8
85,Wendell Carter Jr.,ORL,4,25.5,12.5,4.5,7.0,64.3,1.0,2.3,44.4,2.5,3.3,76.9,2.3,6.5,8.8,2.0,0.5,1.0,3.5, 18.0
85,Will Barton,DEN,2,21.5,12.5,5.5,11.5,47.8,1.5,4.0,37.5,0.0,0.0,0.0,1.5,4.0,5.5,2.5,0.5,0.5,0.0, 15.5
90,Precious Achiuwa,TOR,5,22.8,12.4,5.2,10.4,50.0,0.4,1.8,22.2,1.6,2.6,61.5,2.6,6.0,8.6,0.4,2.0,0.8,2.0, 16.0
91,Jrue Holiday,MIL,3,23.7,12.3,5.3,9.3,57.1,1.0,2.3,42.9,0.7,0.7,100,0.7,4.0,4.7,5.7,1.3,0.3,1.3, 19.0
91,Kevin Huerter,ATL,3,24.3,12.3,5.0,9.7,51.7,2.3,4.0,58.3,0.0,0.0,0.0,0.0,3.0,3.0,2.3,0.3,0.7,1.3, 12.7
93,Kyle Kuzma,WAS,4,26.0,12.3,4.3,10.5,40.5,2.8,6.8,40.7,1.0,1.8,57.1,0.5,5.0,5.5,2.3,1.0,0.0,1.5, 12.5
93,Miles Bridges,CHA,4,22.5,12.3,4.8,10.3,46.3,1.3,4.5,27.8,1.5,1.8,85.7,0.8,4.0,4.8,2.3,0.0,0.8,0.5, 13.8
95,Brandon Boston Jr.,LAC,4,21.0,12.0,3.8,11.0,34.1,1.0,4.0,25.0,3.5,3.5,100,1.0,2.0,3.0,2.5,0.3,0.0,2.0, 8.5
95,Desmond Bane,MEM,5,22.8,12.0,4.8,10.8,44.4,2.2,5.6,39.3,0.2,0.2,100,0.8,1.8,2.6,3.0,0.8,0.6,2.0, 11.0
95,Gary Payton II,GSW,1,11.0,12.0,5.0,7.0,71.4,0.0,2.0,0.0,2.0,2.0,100,1.0,0.0,1.0,0.0,1.0,1.0,1.0, 12.0
95,Jeremy Lamb,SAC,3,20.0,12.0,4.0,8.3,48.0,0.7,3.7,18.2,3.3,3.3,100,0.3,4.0,4.3,1.7,0.0,0.7,0.3, 14.0
95,Joel Embiid,PHI,2,14.0,12.0,5.0,9.0,55.6,0.5,1.5,33.3,1.5,1.5,100,1.0,2.5,3.5,3.0,0.5,0.5,1.5, 14.0
95,Marvin Bagley III,DET,2,20.5,12.0,5.0,7.5,66.7,0.5,3.0,16.7,1.5,4.0,37.5,1.0,3.5,4.5,0.0,0.0,0.0,1.0, 10.5
95,Mitch Ballock,CLE,1,16.0,12.0,4.0,6.0,66.7,3.0,5.0,60.0,1.0,1.0,100,0.0,3.0,3.0,1.0,0.0,0.0,1.0, 13.0
95,Sam Merrill,MEM,3,15.0,12.0,4.3,7.0,61.9,3.3,5.7,58.8,0.0,0.0,0.0,0.0,0.3,0.3,1.7,0.7,0.3,1.3, 11.0
95,Seth Curry,BKN,3,20.0,12.0,4.0,8.3,48.0,2.3,4.3,53.8,1.7,2.3,71.4,0.3,1.3,1.7,1.0,1.7,0.3,1.0, 10.7
104,Cole Anthony,ORL,4,25.0,11.8,4.0,10.3,39.0,2.0,4.8,42.1,1.8,1.8,100,0.3,5.5,5.8,4.0,0.5,0.3,2.3, 13.8
104,Gary Trent Jr.,TOR,4,22.0,11.8,4.3,12.0,35.4,1.0,5.5,18.2,2.3,2.8,81.8,0.3,2.5,2.8,0.5,1.8,0.0,0.8, 7.8
106,Dwight Powell,DAL,3,15.3,11.7,4.3,5.7,76.5,1.3,2.0,66.7,1.7,1.7,100,1.3,2.3,3.7,1.0,0.3,0.0,0.3, 15.0
106,James Harden,PHI,3,27.3,11.7,4.3,10.0,43.3,1.7,5.3,31.3,1.3,2.3,57.1,0.3,3.3,3.7,7.3,0.7,0.0,4.3, 12.3
108,Cam Reddish,NYK,4,23.0,11.5,4.5,13.0,34.6,2.0,7.0,28.6,0.5,0.5,100,0.3,1.8,2.0,0.3,2.3,0.3,1.5, 6.3
108,Chris Paul,PHX,2,22.5,11.5,5.0,9.5,52.6,1.5,4.0,37.5,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,2.5, 15.5
108,Davion Mitchell,SAC,4,28.0,11.5,4.5,9.0,50.0,2.5,4.8,52.6,0.0,0.0,0.0,0.5,1.5,2.0,3.3,1.3,0.8,1.5, 12.8
108,Mo Bamba,ORL,4,20.8,11.5,4.5,8.3,54.5,1.3,3.0,41.7,1.3,2.0,62.5,2.0,5.0,7.0,0.5,0.3,3.8,1.3, 17.3
108,Trey Burke,DAL,2,15.5,11.5,4.5,10.0,45.0,0.5,4.0,12.5,2.0,2.0,100,0.0,3.0,3.0,4.0,1.0,0.0,0.5, 13.5
113,Carmelo Anthony,LAL,5,19.4,11.4,4.0,9.8,40.8,2.0,4.6,43.5,1.4,1.4,100,0.0,2.8,2.8,0.2,0.2,0.4,1.0, 8.2
114,Bogdan Bogdanović,ATL,3,24.3,11.3,4.3,12.0,36.1,2.7,7.0,38.1,0.0,0.0,0.0,0.7,2.0,2.7,3.0,1.7,0.3,1.3, 10.0
114,LaMarcus Aldridge,BKN,3,19.3,11.3,3.7,8.0,45.8,0.3,2.0,16.7,3.7,3.7,100,1.0,2.7,3.7,2.0,1.0,0.7,1.0, 13.3
116,Grayson Allen,MIL,4,22.5,11.3,4.0,8.5,47.1,2.8,6.0,45.8,0.5,0.5,100,0.3,4.0,4.3,0.8,0.0,0.5,0.3, 12.0
116,PJ Dozier,DEN,4,21.8,11.3,4.0,8.0,50.0,1.5,4.3,35.3,1.8,1.8,100,0.0,2.0,2.0,1.5,1.5,0.5,0.3, 12.5
116,R.J. Hampton,ORL,4,21.3,11.3,3.8,8.5,44.1,1.0,2.0,50.0,2.8,3.3,84.6,0.8,5.3,6.0,2.3,1.0,0.3,1.0, 14.5
116,Taj Gibson,NYK,4,22.0,11.3,4.8,7.5,63.3,0.5,1.3,40.0,1.3,1.3,100,1.3,4.0,5.3,1.3,0.8,0.8,0.0, 16.5
120,Malachi Flynn,TOR,5,17.8,11.2,3.6,8.8,40.9,2.2,5.8,37.9,1.8,2.2,81.8,0.0,1.2,1.2,1.8,0.8,0.2,0.6, 9.0
121,Bradley Beal,WAS,4,21.3,11.0,3.5,10.0,35.0,1.0,4.0,25.0,3.0,3.3,92.3,0.0,3.0,3.0,3.8,1.3,0.8,1.3, 11.8
121,Cameron Johnson,PHX,4,16.3,11.0,4.0,6.5,61.5,2.0,3.5,57.1,1.0,1.0,100,0.5,1.5,2.0,1.0,1.0,0.3,0.3, 12.5
121,Dennis Smith Jr.,POR,4,24.0,11.0,3.3,7.0,46.4,0.5,1.5,33.3,4.0,5.5,72.7,0.3,2.5,2.8,5.0,1.5,0.3,2.0, 13.3
121,JaVale McGee,PHX,4,14.0,11.0,4.3,5.8,73.9,0.0,0.0,0.0,2.5,2.8,90.9,0.5,4.5,5.0,1.0,0.8,1.0,1.8, 15.3
121,Landry Shamet,PHX,4,22.0,11.0,3.8,7.8,48.4,2.0,4.5,44.4,1.5,1.5,100,0.3,1.8,2.0,2.8,1.0,0.3,1.5, 11.5
121,Lauri Markkanen,CLE,5,18.0,11.0,4.4,8.0,55.0,1.4,3.0,46.7,0.8,1.0,80.0,0.8,3.2,4.0,1.6,0.8,0.6,0.6, 13.6
121,Mike Conley,UTA,3,16.3,11.0,3.7,7.7,47.8,2.7,4.7,57.1,1.0,1.3,75.0,0.3,1.7,2.0,1.7,1.0,0.0,1.0, 10.3
121,Myles Turner,IND,4,21.5,11.0,3.8,8.5,44.1,1.0,4.0,25.0,2.5,3.0,83.3,1.0,4.0,5.0,1.0,0.5,1.0,2.0, 11.3
121,Naji Marshall,NOP,4,21.5,11.0,4.8,10.5,45.2,0.3,2.8,9.1,1.3,1.8,71.4,1.0,4.8,5.8,2.3,1.5,0.3,2.8, 11.8
121,Sekou Doumbouya,LAL,1,13.0,11.0,3.0,3.0,100,0.0,0.0,0.0,5.0,5.0,100,0.0,4.0,4.0,1.0,1.0,0.0,1.0, 16.0
121,Tim Hardaway Jr.,DAL,3,19.0,11.0,3.7,9.0,40.7,2.3,5.3,43.8,1.3,1.7,80.0,0.7,2.7,3.3,2.7,0.0,0.7,0.0, 12.0
121,Ty Jerome,OKC,3,20.3,11.0,3.0,8.3,36.0,1.3,5.3,25.0,3.7,4.0,91.7,1.0,1.7,2.7,3.7,0.7,0.0,2.3, 10.0
133,De'Anthony Melton,MEM,5,19.0,10.8,3.8,9.4,40.4,2.0,5.2,38.5,1.2,1.2,100,0.2,3.8,4.0,2.8,2.4,0.2,0.6, 14.0
133,Derrick White,BOS,5,26.0,10.8,3.8,11.2,33.9,1.2,5.4,22.2,2.0,2.6,76.9,0.4,4.2,4.6,3.6,0.6,0.8,1.4, 11.0
135,Aaron Nesmith,BOS,4,17.0,10.8,4.0,7.5,53.3,2.0,4.0,50.0,0.8,0.8,100,0.5,1.8,2.3,1.3,0.3,0.0,1.0, 10.0
135,Daniel Gafford,WAS,4,24.0,10.8,4.5,7.5,60.0,0.0,0.0,0.0,1.8,3.5,50.0,2.0,6.5,8.5,0.3,0.5,2.5,1.0, 16.8
135,Elijah Bryant,MIL,4,20.0,10.8,4.0,7.5,53.3,1.8,3.0,58.3,1.0,1.3,80.0,1.0,2.3,3.3,1.0,0.8,0.3,1.3, 11.0
135,Jevon Carter,MIL,4,23.0,10.8,4.0,9.0,44.4,2.8,4.8,57.9,0.0,0.0,0.0,0.3,1.3,1.5,1.3,0.8,0.3,1.8, 7.8
135,Kelly Olynyk,DET,4,18.8,10.8,3.8,8.0,46.9,1.3,4.5,27.8,2.0,2.3,88.9,0.8,2.3,3.0,2.3,0.8,1.0,2.8, 10.5
135,Steven Adams,MEM,4,24.0,10.8,4.5,6.3,72.0,0.0,0.0,0.0,1.8,2.8,63.6,4.8,6.3,11.0,2.3,0.3,0.8,3.5, 18.8
141,Reggie Jackson,LAC,3,14.0,10.7,3.7,8.0,45.8,2.3,4.3,53.8,1.0,1.0,100,0.3,1.7,2.0,1.3,0.3,0.0,0.7, 9.3
142,Duncan Robinson,MIA,5,26.0,10.6,3.6,8.4,42.9,2.8,7.4,37.8,0.6,0.8,75.0,0.0,1.4,1.4,1.8,0.2,0.6,1.8, 7.8
143,Al Horford,BOS,2,21.0,10.5,4.0,7.5,53.3,2.5,4.0,62.5,0.0,0.0,0.0,0.5,4.5,5.0,1.0,1.0,1.0,1.5, 13.5
143,Cam Thomas,BKN,4,12.5,10.5,3.5,8.0,43.8,1.0,2.5,40.0,2.5,2.8,90.9,0.3,2.3,2.5,1.3,0.3,0.3,2.0, 8.0
143,Lonzo Ball,CHI,4,28.8,10.5,4.0,9.3,43.2,2.3,5.0,45.0,0.3,1.0,25.0,0.5,5.0,5.5,4.5,2.5,1.8,1.3, 17.5
143,Lou Williams,ATL,2,14.5,10.5,3.0,6.0,50.0,0.5,1.0,50.0,4.0,4.0,100,0.5,2.0,2.5,1.0,1.0,0.5,1.0, 11.5
147,Brandon Clarke,MEM,5,21.4,10.4,4.4,8.8,50.0,1.0,2.8,35.7,0.6,0.6,100,1.4,4.6,6.0,2.0,1.0,1.0,0.6, 15.4
148,Micah Potter,DET,3,24.0,10.3,4.0,9.0,44.4,1.0,2.3,42.9,1.3,1.3,100,3.0,8.3,11.3,1.0,0.3,0.3,1.3, 17.0
